"date (UTC)","NO2 (ppb)","Flag"
2026-06-11 06:00:00,5.11,0
2026-06-11 06:01:00,5.031,0
2026-06-11 06:02:00,4.733,0
2026-06-11 06:03:00,4.648,0
2026-06-11 06:04:00,4.778,0
2026-06-11 06:05:00,4.616,0
2026-06-11 06:06:00,5.384,0
2026-06-11 06:07:00,5.739,0
2026-06-11 06:08:00,5.648,0
2026-06-11 06:09:00,5.651,0
2026-06-11 06:10:00,5.452,0
2026-06-11 06:11:00,5.147,0
2026-06-11 06:12:00,5.267,0
2026-06-11 06:13:00,5.561,0
2026-06-11 06:14:00,5.439,0
2026-06-11 06:15:00,5.515,0
2026-06-11 06:16:00,5.515,0
2026-06-11 06:17:00,5.484,0
2026-06-11 06:18:00,5.968,0
2026-06-11 06:19:00,5.916,0
2026-06-11 06:20:00,5.706,0
2026-06-11 06:21:00,5.901,0
2026-06-11 06:22:00,5.676,0
2026-06-11 06:23:00,5.89,0
2026-06-11 06:24:00,5.544,0
2026-06-11 06:25:00,6.088,0
2026-06-11 06:26:00,5.216,0
2026-06-11 06:27:00,5.367,0
2026-06-11 06:28:00,12.017,0
2026-06-11 06:29:00,9.561,0
2026-06-11 06:30:00,28.383,0
2026-06-11 06:31:00,17.351,0
2026-06-11 06:32:00,18.082,0
2026-06-11 06:33:00,22.673,0
2026-06-11 06:34:00,12.176,0
2026-06-11 06:35:00,12.307,0
2026-06-11 06:36:00,14.274,0
2026-06-11 06:37:00,19.594,0
2026-06-11 06:38:00,23.236,0
2026-06-11 06:39:00,8.972,0
2026-06-11 06:40:00,10.801,0
2026-06-11 06:41:00,8.818,0
2026-06-11 06:42:00,6.113,0
2026-06-11 06:43:00,8.258,0
2026-06-11 06:44:00,8.888,0
2026-06-11 06:45:00,9.178,0
2026-06-11 06:46:00,8.994,0
2026-06-11 06:47:00,9.545,0
2026-06-11 06:48:00,9.579,0
2026-06-11 06:49:00,8.595,0
2026-06-11 06:50:00,7.923,0
2026-06-11 06:51:00,7.3,0
2026-06-11 06:52:00,8.275,0
2026-06-11 06:53:00,8.404,0
2026-06-11 06:54:00,7.833,0
2026-06-11 06:55:00,7.355,0
2026-06-11 06:56:00,7.514,0
2026-06-11 06:57:00,8.523,0
2026-06-11 06:58:00,9.298,0
2026-06-11 06:59:00,10.473,0
