"date (UTC)","NO2 (ppb)","Flag"
2026-06-25 05:00:00,8.202,0
2026-06-25 05:01:00,8.232,0
2026-06-25 05:02:00,8.337,0
2026-06-25 05:03:00,8.188,0
2026-06-25 05:04:00,8.426,0
2026-06-25 05:05:00,8.647,0
2026-06-25 05:06:00,8.378,0
2026-06-25 05:07:00,8.382,0
2026-06-25 05:08:00,8.45,0
2026-06-25 05:09:00,8.272,0
2026-06-25 05:10:00,8.285,0
2026-06-25 05:11:00,8.517,0
2026-06-25 05:12:00,8.517,0
2026-06-25 05:13:00,8.604,0
2026-06-25 05:14:00,8.873,0
2026-06-25 05:15:00,8.883,0
2026-06-25 05:16:00,9.417,0
2026-06-25 05:17:00,9.684,0
2026-06-25 05:18:00,10.101,0
2026-06-25 05:19:00,10.256,0
2026-06-25 05:20:00,10.299,0
2026-06-25 05:21:00,10.71,0
2026-06-25 05:22:00,11.286,0
2026-06-25 05:23:00,11.462,0
2026-06-25 05:24:00,11.476,0
2026-06-25 05:25:00,11.521,0
2026-06-25 05:26:00,11.248,0
2026-06-25 05:27:00,11.471,0
2026-06-25 05:28:00,11.613,0
2026-06-25 05:29:00,11.722,0
2026-06-25 05:30:00,11.584,0
2026-06-25 05:31:00,11.735,0
2026-06-25 05:32:00,11.602,0
2026-06-25 05:33:00,11.416,0
2026-06-25 05:34:00,11.713,0
2026-06-25 05:35:00,11.547,0
2026-06-25 05:36:00,11.583,0
2026-06-25 05:37:00,11.634,0
2026-06-25 05:38:00,11.534,0
2026-06-25 05:39:00,11.758,0
2026-06-25 05:40:00,12.133,0
2026-06-25 05:41:00,11.922,0
2026-06-25 05:42:00,11.797,0
2026-06-25 05:43:00,11.766,0
2026-06-25 05:44:00,11.373,0
2026-06-25 05:45:00,11.391,0
2026-06-25 05:46:00,11.506,0
2026-06-25 05:47:00,11.457,0
2026-06-25 05:48:00,11.528,0
2026-06-25 05:49:00,11.443,0
2026-06-25 05:50:00,11.254,0
2026-06-25 05:51:00,11.209,0
2026-06-25 05:52:00,11.273,0
2026-06-25 05:53:00,11.205,0
2026-06-25 05:54:00,11.175,0
2026-06-25 05:55:00,11.292,0
2026-06-25 05:56:00,11.205,0
2026-06-25 05:57:00,11.264,0
2026-06-25 05:58:00,11.109,0
2026-06-25 05:59:00,11.169,0
