"date (UTC)","NO2 (ppb)","Flag"
2026-06-30 02:00:00,6.818,0
2026-06-30 02:01:00,6.993,0
2026-06-30 02:02:00,6.783,0
2026-06-30 02:03:00,7.036,0
2026-06-30 02:04:00,7.193,0
2026-06-30 02:05:00,7.476,0
2026-06-30 02:06:00,7.601,0
2026-06-30 02:07:00,7.528,0
2026-06-30 02:08:00,7.572,0
2026-06-30 02:09:00,7.509,0
2026-06-30 02:10:00,7.354,0
2026-06-30 02:11:00,7.233,0
2026-06-30 02:12:00,7.399,0
2026-06-30 02:13:00,7.505,0
2026-06-30 02:14:00,7.457,0
2026-06-30 02:15:00,7.564,0
2026-06-30 02:16:00,7.455,0
2026-06-30 02:17:00,7.323,0
2026-06-30 02:18:00,7.601,0
2026-06-30 02:19:00,7.56,0
2026-06-30 02:20:00,7.539,0
2026-06-30 02:21:00,7.573,0
2026-06-30 02:22:00,7.548,0
2026-06-30 02:23:00,7.534,0
2026-06-30 02:24:00,7.376,0
2026-06-30 02:25:00,7.448,0
2026-06-30 02:26:00,7.363,0
2026-06-30 02:27:00,6.637,0
2026-06-30 02:28:00,6.787,0
2026-06-30 02:29:00,6.987,0
2026-06-30 02:30:00,7.107,0
2026-06-30 02:31:00,6.957,0
2026-06-30 02:32:00,6.887,0
2026-06-30 02:33:00,6.963,0
2026-06-30 02:34:00,6.963,0
2026-06-30 02:35:00,6.948,0
2026-06-30 02:36:00,6.955,0
2026-06-30 02:37:00,6.831,0
2026-06-30 02:38:00,6.89,0
2026-06-30 02:39:00,6.89,0
2026-06-30 02:40:00,7.08,0
2026-06-30 02:41:00,7.036,0
2026-06-30 02:42:00,6.966,0
2026-06-30 02:43:00,6.777,0
2026-06-30 02:44:00,6.675,0
2026-06-30 02:45:00,6.612,0
2026-06-30 02:46:00,6.647,0
2026-06-30 02:47:00,6.567,0
2026-06-30 02:48:00,6.497,0
2026-06-30 02:49:00,6.429,0
2026-06-30 02:50:00,6.444,0
2026-06-30 02:51:00,6.381,0
2026-06-30 02:52:00,6.258,0
2026-06-30 02:53:00,6.374,0
2026-06-30 02:54:00,6.571,0
2026-06-30 02:55:00,6.738,0
2026-06-30 02:56:00,6.921,0
2026-06-30 02:57:00,6.573,0
2026-06-30 02:58:00,6.055,0
2026-06-30 02:59:00,6.407,0
