"date (UTC)","NO2 (ppb)","Flag"
2026-07-13 23:00:00,3.48,0
2026-07-13 23:01:00,3.513,0
2026-07-13 23:02:00,3.753,0
2026-07-13 23:03:00,3.521,0
2026-07-13 23:04:00,3.769,0
2026-07-13 23:05:00,3.316,0
2026-07-13 23:06:00,3.151,0
2026-07-13 23:07:00,3.136,0
2026-07-13 23:08:00,3.096,0
2026-07-13 23:09:00,2.742,0
2026-07-13 23:10:00,2.941,0
2026-07-13 23:11:00,2.862,0
2026-07-13 23:12:00,2.748,0
2026-07-13 23:13:00,2.814,0
2026-07-13 23:14:00,2.737,0
2026-07-13 23:15:00,2.634,0
2026-07-13 23:16:00,2.927,0
2026-07-13 23:17:00,2.929,0
2026-07-13 23:18:00,3.095,0
2026-07-13 23:19:00,3.503,0
2026-07-13 23:20:00,3.756,0
2026-07-13 23:21:00,3.716,0
2026-07-13 23:22:00,3.816,0
2026-07-13 23:23:00,3.663,0
2026-07-13 23:24:00,3.554,0
2026-07-13 23:25:00,3.709,0
2026-07-13 23:26:00,3.615,0
2026-07-13 23:27:00,3.646,0
2026-07-13 23:28:00,3.646,0
2026-07-13 23:29:00,3.892,0
2026-07-13 23:30:00,4.277,0
2026-07-13 23:31:00,4.503,0
2026-07-13 23:32:00,4.582,0
2026-07-13 23:33:00,4.641,0
2026-07-13 23:34:00,4.641,0
2026-07-13 23:35:00,4.631,0
2026-07-13 23:36:00,4.762,0
2026-07-13 23:37:00,4.94,0
2026-07-13 23:38:00,4.474,0
2026-07-13 23:39:00,4.445,0
2026-07-13 23:40:00,4.531,0
2026-07-13 23:41:00,4.158,0
2026-07-13 23:42:00,4.245,0
2026-07-13 23:43:00,4.31,0
2026-07-13 23:44:00,4.041,0
2026-07-13 23:45:00,4.189,0
2026-07-13 23:46:00,4.324,0
2026-07-13 23:47:00,4.471,0
2026-07-13 23:48:00,4.649,0
2026-07-13 23:49:00,4.536,0
2026-07-13 23:50:00,4.118,0
2026-07-13 23:51:00,4.328,0
2026-07-13 23:52:00,4.486,0
2026-07-13 23:53:00,4.369,0
2026-07-13 23:54:00,4.551,0
2026-07-13 23:55:00,4.568,0
2026-07-13 23:56:00,4.6,0
2026-07-13 23:57:00,4.857,0
2026-07-13 23:58:00,4.975,0
2026-07-13 23:59:00,4.756,0
