"date (UTC)","NO2 (ppb)","Flag"
2026-07-21 06:00:00,9.949,0
2026-07-21 06:01:00,9.743,0
2026-07-21 06:02:00,9.665,0
2026-07-21 06:03:00,9.515,0
2026-07-21 06:04:00,9.414,0
2026-07-21 06:05:00,9.883,0
2026-07-21 06:06:00,12.193,2
2026-07-21 06:07:00,12.271,0
2026-07-21 06:08:00,12.271,0
2026-07-21 06:09:00,11.939,0
2026-07-21 06:10:00,11.109,0
2026-07-21 06:11:00,12.264,2
2026-07-21 06:12:00,12.441,0
2026-07-21 06:13:00,12.174,0
2026-07-21 06:14:00,13.924,2
2026-07-21 06:15:00,14.687,0
2026-07-21 06:16:00,14.533,0
2026-07-21 06:17:00,14.73,0
2026-07-21 06:18:00,14.362,2
2026-07-21 06:19:00,14.123,2
2026-07-21 06:20:00,14.167,0
2026-07-21 06:21:00,14.054,0
2026-07-21 06:22:00,13.673,0
2026-07-21 06:23:00,13.674,0
2026-07-21 06:24:00,13.56,0
2026-07-21 06:25:00,13.422,2
2026-07-21 06:26:00,13.402,0
2026-07-21 06:27:00,13.205,0
2026-07-21 06:28:00,13.013,0
2026-07-21 06:29:00,12.922,0
2026-07-21 06:30:00,12.565,0
2026-07-21 06:31:00,12.494,0
2026-07-21 06:32:00,12.596,0
2026-07-21 06:33:00,12.471,0
2026-07-21 06:34:00,12.796,2
2026-07-21 06:35:00,13.418,0
2026-07-21 06:36:00,14.936,0
2026-07-21 06:37:00,14.841,0
2026-07-21 06:38:00,13.717,2
2026-07-21 06:39:00,13.405,2
2026-07-21 06:40:00,13.227,0
2026-07-21 06:41:00,13.127,0
2026-07-21 06:42:00,12.854,0
2026-07-21 06:43:00,12.704,0
2026-07-21 06:44:00,13.071,0
2026-07-21 06:45:00,12.918,0
2026-07-21 06:46:00,12.688,2
2026-07-21 06:47:00,12.818,0
2026-07-21 06:48:00,13.029,0
2026-07-21 06:49:00,12.398,2
2026-07-21 06:50:00,11.874,0
2026-07-21 06:51:00,11.465,0
2026-07-21 06:52:00,10.334,2
2026-07-21 06:53:00,9.623,0
2026-07-21 06:54:00,10.163,0
2026-07-21 06:55:00,10.343,0
2026-07-21 06:56:00,10.637,0
2026-07-21 06:57:00,10.141,0
2026-07-21 06:58:00,8.94,0
2026-07-21 06:59:00,10.464,0
