"date (UTC)","NO2 (ppb)","Flag"
2026-09-15 04:00:00,0.86,0
2026-09-15 04:01:00,0.906,0
2026-09-15 04:02:00,0.957,0
2026-09-15 04:03:00,1.046,0
2026-09-15 04:04:00,1.026,0
2026-09-15 04:05:00,1.103,0
2026-09-15 04:06:00,0.856,0
2026-09-15 04:07:00,0.837,0
2026-09-15 04:08:00,0.822,0
2026-09-15 04:09:00,0.822,0
2026-09-15 04:10:00,0.791,0
2026-09-15 04:11:00,0.918,0
2026-09-15 04:12:00,1.153,0
2026-09-15 04:13:00,1.752,0
2026-09-15 04:14:00,2.368,0
2026-09-15 04:15:00,1.383,0
2026-09-15 04:16:00,0.97,0
2026-09-15 04:17:00,1.052,0
2026-09-15 04:18:00,1.091,0
2026-09-15 04:19:00,1.548,0
2026-09-15 04:20:00,1.777,0
2026-09-15 04:21:00,1.88,0
2026-09-15 04:22:00,1.643,0
2026-09-15 04:23:00,1.723,0
2026-09-15 04:24:00,1.873,0
2026-09-15 04:25:00,1.503,0
2026-09-15 04:26:00,1.029,0
2026-09-15 04:27:00,1.069,0
2026-09-15 04:28:00,1.034,0
2026-09-15 04:29:00,1.004,0
2026-09-15 04:30:00,1.342,0
2026-09-15 04:31:00,1.44,0
2026-09-15 04:32:00,1.283,0
2026-09-15 04:33:00,1.071,0
2026-09-15 04:34:00,1.235,0
2026-09-15 04:35:00,1.139,0
2026-09-15 04:36:00,0.951,0
2026-09-15 04:37:00,0.889,0
2026-09-15 04:38:00,0.869,0
2026-09-15 04:39:00,0.945,0
2026-09-15 04:40:00,1.278,0
2026-09-15 04:41:00,1.174,0
2026-09-15 04:42:00,1.149,0
2026-09-15 04:43:00,1.32,0
2026-09-15 04:44:00,1.423,0
2026-09-15 04:45:00,1.536,0
2026-09-15 04:46:00,1.727,0
2026-09-15 04:47:00,2.414,0
2026-09-15 04:48:00,3.259,0
2026-09-15 04:49:00,2.892,0
2026-09-15 04:50:00,2.319,0
2026-09-15 04:51:00,1.689,0
2026-09-15 04:52:00,2.634,0
2026-09-15 04:53:00,2.708,0
2026-09-15 04:54:00,2.753,0
2026-09-15 04:55:00,2.71,0
2026-09-15 04:56:00,3.008,0
2026-09-15 04:57:00,3.382,0
2026-09-15 04:58:00,3.112,0
2026-09-15 04:59:00,2.602,0
