"date (UTC)","NO2 (ppb)","Flag"
2026-09-12 12:00:00,2.387,0
2026-09-12 12:01:00,2.271,0
2026-09-12 12:02:00,2.476,0
2026-09-12 12:03:00,2.108,0
2026-09-12 12:04:00,2.296,0
2026-09-12 12:05:00,2.256,0
2026-09-12 12:06:00,2.731,0
2026-09-12 12:07:00,2.62,0
2026-09-12 12:08:00,2.466,0
2026-09-12 12:09:00,1.987,0
2026-09-12 12:10:00,1.619,0
2026-09-12 12:11:00,1.708,0
2026-09-12 12:12:00,1.608,0
2026-09-12 12:13:00,1.655,0
2026-09-12 12:14:00,1.563,0
2026-09-12 12:15:00,1.802,0
2026-09-12 12:16:00,2.459,0
2026-09-12 12:17:00,2.36,0
2026-09-12 12:18:00,2.777,0
2026-09-12 12:19:00,2.641,0
2026-09-12 12:20:00,2.005,0
2026-09-12 12:21:00,2.203,0
2026-09-12 12:22:00,2.782,0
2026-09-12 12:23:00,2.05,0
2026-09-12 12:24:00,2.312,0
2026-09-12 12:25:00,2.005,0
2026-09-12 12:26:00,2.311,0
2026-09-12 12:27:00,2.434,0
2026-09-12 12:28:00,2.523,0
2026-09-12 12:29:00,3.038,0
2026-09-12 12:30:00,3.257,0
2026-09-12 12:31:00,3.61,0
2026-09-12 12:32:00,2.574,0
2026-09-12 12:33:00,2.368,0
2026-09-12 12:34:00,2.081,0
2026-09-12 12:35:00,1.769,0
2026-09-12 12:36:00,1.526,0
2026-09-12 12:37:00,1.573,0
2026-09-12 12:38:00,1.779,0
2026-09-12 12:39:00,2.766,0
2026-09-12 12:40:00,2.342,0
2026-09-12 12:41:00,2.464,0
2026-09-12 12:42:00,1.997,0
2026-09-12 12:43:00,2.233,0
2026-09-12 12:44:00,2.233,0
2026-09-12 12:45:00,4.341,0
2026-09-12 12:46:00,4.422,0
2026-09-12 12:47:00,6.745,0
2026-09-12 12:48:00,4.472,0
2026-09-12 12:49:00,4.006,0
2026-09-12 12:50:00,3.635,0
2026-09-12 12:51:00,3.573,0
2026-09-12 12:52:00,2.886,0
2026-09-12 12:53:00,2.748,0
2026-09-12 12:54:00,2.108,0
2026-09-12 12:55:00,1.674,0
2026-09-12 12:56:00,1.711,0
2026-09-12 12:57:00,1.41,0
2026-09-12 12:58:00,1.568,0
2026-09-12 12:59:00,1.622,0
