"date (UTC)","NO2 (ppb)","Flag"
2026-09-24 15:00:00,4.402,0
2026-09-24 15:01:00,4.922,0
2026-09-24 15:02:00,4.759,0
2026-09-24 15:03:00,4.86,0
2026-09-24 15:04:00,3.987,0
2026-09-24 15:05:00,3.284,0
2026-09-24 15:06:00,2.921,2
2026-09-24 15:07:00,2.29,0
2026-09-24 15:08:00,2.363,0
2026-09-24 15:09:00,2.438,0
2026-09-24 15:10:00,2.222,2
2026-09-24 15:11:00,2.341,0
2026-09-24 15:12:00,2.507,0
2026-09-24 15:13:00,2.215,0
2026-09-24 15:14:00,2.101,0
2026-09-24 15:15:00,2.643,0
2026-09-24 15:16:00,2.86,0
2026-09-24 15:17:00,2.821,0
2026-09-24 15:18:00,3.377,0
2026-09-24 15:19:00,3.377,0
2026-09-24 15:20:00,3.272,0
2026-09-24 15:21:00,2.722,0
2026-09-24 15:22:00,3.545,0
2026-09-24 15:23:00,3.75,0
2026-09-24 15:24:00,2.892,0
2026-09-24 15:25:00,3.706,0
2026-09-24 15:26:00,4.744,0
2026-09-24 15:27:00,4.546,0
2026-09-24 15:28:00,3.154,0
2026-09-24 15:29:00,3.559,0
2026-09-24 15:30:00,3.511,0
2026-09-24 15:31:00,3.023,0
2026-09-24 15:32:00,2.604,0
2026-09-24 15:33:00,2.734,0
2026-09-24 15:34:00,2.988,0
2026-09-24 15:35:00,3.231,0
2026-09-24 15:36:00,3.721,0
2026-09-24 15:37:00,3.665,0
2026-09-24 15:38:00,4.05,0
2026-09-24 15:39:00,6.407,0
2026-09-24 15:40:00,5.218,0
2026-09-24 15:41:00,4.042,0
2026-09-24 15:42:00,4.318,0
2026-09-24 15:43:00,4.486,2
2026-09-24 15:44:00,3.985,0
2026-09-24 15:45:00,4.99,0
2026-09-24 15:46:00,4.218,2
2026-09-24 15:47:00,3.643,0
2026-09-24 15:48:00,3.709,0
2026-09-24 15:49:00,4.016,0
2026-09-24 15:50:00,4.168,0
2026-09-24 15:51:00,3.305,0
2026-09-24 15:52:00,3.373,0
2026-09-24 15:53:00,5.016,0
2026-09-24 15:54:00,4.185,0
2026-09-24 15:55:00,4.282,0
2026-09-24 15:56:00,4.484,0
2026-09-24 15:57:00,3.606,0
2026-09-24 15:58:00,3.002,0
2026-09-24 15:59:00,2.696,0
