"date (UTC)","NO2 (ppb)","Flag"
2026-09-09 13:00:00,2.427,0
2026-09-09 13:01:00,2.534,0
2026-09-09 13:02:00,2.858,0
2026-09-09 13:03:00,2.825,0
2026-09-09 13:04:00,2.903,0
2026-09-09 13:05:00,3.168,0
2026-09-09 13:06:00,3.017,0
2026-09-09 13:07:00,2.636,0
2026-09-09 13:08:00,2.768,0
2026-09-09 13:09:00,3.423,0
2026-09-09 13:10:00,2.816,0
2026-09-09 13:11:00,3.166,0
2026-09-09 13:12:00,3.718,0
2026-09-09 13:13:00,3.183,0
2026-09-09 13:14:00,3.626,0
2026-09-09 13:15:00,3.052,0
2026-09-09 13:16:00,3.239,0
2026-09-09 13:17:00,6.879,0
2026-09-09 13:18:00,7.007,0
2026-09-09 13:19:00,7.007,0
2026-09-09 13:20:00,3.9,0
2026-09-09 13:21:00,3.361,0
2026-09-09 13:22:00,4.655,0
2026-09-09 13:23:00,3.631,0
2026-09-09 13:24:00,3.095,0
2026-09-09 13:25:00,2.836,0
2026-09-09 13:26:00,2.911,0
2026-09-09 13:27:00,2.966,0
2026-09-09 13:28:00,2.605,0
2026-09-09 13:29:00,2.338,0
2026-09-09 13:30:00,2.446,0
2026-09-09 13:31:00,2.637,0
2026-09-09 13:32:00,2.617,0
2026-09-09 13:33:00,3.053,0
2026-09-09 13:34:00,3.601,0
2026-09-09 13:35:00,4.134,0
2026-09-09 13:36:00,3.743,0
2026-09-09 13:37:00,3.319,0
2026-09-09 13:38:00,2.981,0
2026-09-09 13:39:00,2.645,0
2026-09-09 13:40:00,2.673,0
2026-09-09 13:41:00,3.104,0
2026-09-09 13:42:00,2.953,0
2026-09-09 13:43:00,2.584,0
2026-09-09 13:44:00,2.557,0
2026-09-09 13:45:00,2.612,0
2026-09-09 13:46:00,3.516,0
2026-09-09 13:47:00,5.829,0
2026-09-09 13:48:00,11.089,0
2026-09-09 13:49:00,5.412,0
2026-09-09 13:50:00,3.263,0
2026-09-09 13:51:00,3.113,0
2026-09-09 13:52:00,2.962,0
2026-09-09 13:53:00,2.898,0
2026-09-09 13:54:00,3.118,0
2026-09-09 13:55:00,3.405,0
2026-09-09 13:56:00,3.186,0
2026-09-09 13:57:00,3.488,0
2026-09-09 13:58:00,3.538,0
2026-09-09 13:59:00,3.687,0
