"date (UTC)","NO2 (ppb)","Flag"
2026-09-08 13:00:00,2.827,0
2026-09-08 13:01:00,4.1,0
2026-09-08 13:02:00,3.622,0
2026-09-08 13:03:00,3.927,0
2026-09-08 13:04:00,3.561,0
2026-09-08 13:05:00,2.291,0
2026-09-08 13:06:00,2.45,0
2026-09-08 13:07:00,2.451,0
2026-09-08 13:08:00,2.426,0
2026-09-08 13:09:00,2.474,0
2026-09-08 13:10:00,2.65,0
2026-09-08 13:11:00,3.05,0
2026-09-08 13:12:00,8.924,0
2026-09-08 13:13:00,11.393,0
2026-09-08 13:14:00,10.768,0
2026-09-08 13:15:00,5.433,0
2026-09-08 13:16:00,4.106,0
2026-09-08 13:17:00,3.078,0
2026-09-08 13:18:00,2.64,0
2026-09-08 13:19:00,2.129,0
2026-09-08 13:20:00,2.586,0
2026-09-08 13:21:00,5.926,0
2026-09-08 13:22:00,5.909,0
2026-09-08 13:23:00,4.219,0
2026-09-08 13:24:00,4.242,0
2026-09-08 13:25:00,3.3,0
2026-09-08 13:26:00,2.474,0
2026-09-08 13:27:00,1.865,0
2026-09-08 13:28:00,1.8,0
2026-09-08 13:29:00,1.48,0
2026-09-08 13:30:00,1.574,0
2026-09-08 13:31:00,1.585,0
2026-09-08 13:32:00,1.514,0
2026-09-08 13:33:00,1.369,0
2026-09-08 13:34:00,1.436,0
2026-09-08 13:35:00,1.521,0
2026-09-08 13:36:00,1.588,0
2026-09-08 13:37:00,1.656,0
2026-09-08 13:38:00,1.666,0
2026-09-08 13:39:00,1.842,0
2026-09-08 13:40:00,1.83,0
2026-09-08 13:41:00,2.613,0
2026-09-08 13:42:00,1.936,0
2026-09-08 13:43:00,1.832,0
2026-09-08 13:44:00,1.747,0
2026-09-08 13:45:00,1.747,0
2026-09-08 13:46:00,1.747,0
2026-09-08 13:47:00,1.555,0
2026-09-08 13:48:00,0.339,0
2026-09-08 13:49:00,0.008,0
2026-09-08 13:50:00,0.04,0
2026-09-08 13:51:00,0.037,0
2026-09-08 13:52:00,-0.003,0
2026-09-08 13:53:00,0.005,0
2026-09-08 13:54:00,0.052,0
2026-09-08 13:55:00,0.015,0
2026-09-08 13:56:00,-0.011,0
2026-09-08 13:57:00,0.057,0
