"date (UTC)","O3 (ppb)","Flag"
2026-07-10 17:00:00,64.76,0
2026-07-10 17:01:00,63.23,0
2026-07-10 17:02:00,61.66,0
2026-07-10 17:03:00,62.72,0
2026-07-10 17:04:00,63.99,0
2026-07-10 17:05:00,65.16,0
2026-07-10 17:06:00,63.79,0
2026-07-10 17:07:00,63.07,0
2026-07-10 17:08:00,63,0
2026-07-10 17:09:00,63.58,0
2026-07-10 17:10:00,62.74,0
2026-07-10 17:11:00,62.25,0
2026-07-10 17:12:00,62.26,0
2026-07-10 17:13:00,62.01,0
2026-07-10 17:14:00,62.25,0
2026-07-10 17:15:00,63.08,0
2026-07-10 17:16:00,63.08,0
2026-07-10 17:17:00,62.69,0
2026-07-10 17:18:00,62.58,0
2026-07-10 17:19:00,63.02,0
2026-07-10 17:20:00,63.15,0
2026-07-10 17:21:00,62.9,0
2026-07-10 17:22:00,63.94,0
2026-07-10 17:23:00,63.32,0
2026-07-10 17:24:00,62.21,0
2026-07-10 17:25:00,63.88,0
2026-07-10 17:26:00,62.63,0
2026-07-10 17:27:00,63.43,0
2026-07-10 17:28:00,62.53,0
2026-07-10 17:29:00,63.41,0
2026-07-10 17:30:00,62.38,0
2026-07-10 17:31:00,62.59,0
2026-07-10 17:32:00,62.28,0
2026-07-10 17:33:00,63.21,0
2026-07-10 17:34:00,63.16,0
2026-07-10 17:35:00,62.11,0
2026-07-10 17:36:00,62.41,0
2026-07-10 17:37:00,62.66,0
2026-07-10 17:38:00,63.55,0
2026-07-10 17:39:00,64.24,0
2026-07-10 17:40:00,63.63,0
2026-07-10 17:41:00,63.9,0
2026-07-10 17:42:00,63.73,0
2026-07-10 17:43:00,63.49,0
2026-07-10 17:44:00,62.58,0
2026-07-10 17:45:00,62.81,0
2026-07-10 17:46:00,63.43,0
2026-07-10 17:47:00,62.26,0
2026-07-10 17:48:00,62.59,0
2026-07-10 17:49:00,62.55,0
2026-07-10 17:50:00,65.22,0
2026-07-10 17:51:00,64.68,0
2026-07-10 17:52:00,64.18,0
2026-07-10 17:53:00,64.03,0
2026-07-10 17:54:00,64.05,0
2026-07-10 17:55:00,62.06,0
2026-07-10 17:56:00,62.11,0
2026-07-10 17:57:00,62.03,0
2026-07-10 17:58:00,61.28,0
2026-07-10 17:59:00,61.74,0
