"date (UTC)","O3 (ppb)","Flag"
2026-07-04 05:00:00,16.14,0
2026-07-04 05:01:00,15.82,0
2026-07-04 05:02:00,15,0
2026-07-04 05:03:00,15.15,0
2026-07-04 05:04:00,15.24,0
2026-07-04 05:05:00,14.72,0
2026-07-04 05:06:00,15.36,0
2026-07-04 05:07:00,15.39,0
2026-07-04 05:08:00,15.05,0
2026-07-04 05:09:00,14.97,0
2026-07-04 05:10:00,14.61,0
2026-07-04 05:11:00,15.08,0
2026-07-04 05:12:00,14.61,0
2026-07-04 05:13:00,14.4,0
2026-07-04 05:14:00,13.92,0
2026-07-04 05:15:00,14.29,0
2026-07-04 05:16:00,14.4,0
2026-07-04 05:17:00,14.78,0
2026-07-04 05:18:00,14.55,0
2026-07-04 05:19:00,14.38,0
2026-07-04 05:20:00,14.46,0
2026-07-04 05:21:00,14.02,0
2026-07-04 05:22:00,15.11,0
2026-07-04 05:23:00,14.72,0
2026-07-04 05:24:00,14.43,0
2026-07-04 05:25:00,14.02,0
2026-07-04 05:26:00,13.95,0
2026-07-04 05:27:00,13.37,0
2026-07-04 05:28:00,14.43,0
2026-07-04 05:29:00,14.31,0
2026-07-04 05:30:00,13.41,0
2026-07-04 05:31:00,13.68,0
2026-07-04 05:32:00,13.58,0
2026-07-04 05:33:00,14.05,0
2026-07-04 05:34:00,14.16,0
2026-07-04 05:35:00,14.28,0
2026-07-04 05:36:00,14.64,0
2026-07-04 05:37:00,14.6,0
2026-07-04 05:38:00,14.54,0
2026-07-04 05:39:00,13.67,0
2026-07-04 05:40:00,12.98,0
2026-07-04 05:41:00,13.49,0
2026-07-04 05:42:00,13.5,0
2026-07-04 05:43:00,13,0
2026-07-04 05:44:00,13.22,0
2026-07-04 05:45:00,12.89,0
2026-07-04 05:46:00,12.11,0
2026-07-04 05:47:00,13.13,0
2026-07-04 05:48:00,13.37,0
2026-07-04 05:49:00,13.15,0
2026-07-04 05:50:00,13.2,0
2026-07-04 05:51:00,13.11,0
2026-07-04 05:52:00,12.55,0
2026-07-04 05:53:00,12.56,0
2026-07-04 05:54:00,12.54,0
2026-07-04 05:55:00,12.5,0
2026-07-04 05:56:00,12.77,0
2026-07-04 05:57:00,12.97,0
2026-07-04 05:58:00,13.35,0
2026-07-04 05:59:00,13.47,0
