"date (UTC)","O3 (ppb)","Flag"
2026-07-20 07:00:00,13.95,0
2026-07-20 07:01:00,13.71,0
2026-07-20 07:02:00,13.29,0
2026-07-20 07:03:00,13,0
2026-07-20 07:04:00,13.03,0
2026-07-20 07:05:00,13.66,0
2026-07-20 07:06:00,13.74,0
2026-07-20 07:07:00,12.97,0
2026-07-20 07:08:00,13.46,0
2026-07-20 07:09:00,13.71,0
2026-07-20 07:10:00,13.59,0
2026-07-20 07:11:00,13.14,0
2026-07-20 07:12:00,12.56,0
2026-07-20 07:13:00,12.94,0
2026-07-20 07:14:00,12.86,0
2026-07-20 07:15:00,13.8,0
2026-07-20 07:16:00,13.96,0
2026-07-20 07:17:00,14.59,0
2026-07-20 07:18:00,14.24,0
2026-07-20 07:19:00,13.82,0
2026-07-20 07:20:00,14.47,0
2026-07-20 07:21:00,14.74,0
2026-07-20 07:22:00,15.18,0
2026-07-20 07:23:00,14.72,0
2026-07-20 07:24:00,14.89,0
2026-07-20 07:25:00,15.48,0
2026-07-20 07:26:00,16.05,0
2026-07-20 07:27:00,15.99,0
2026-07-20 07:28:00,15.52,0
2026-07-20 07:29:00,15.32,0
2026-07-20 07:30:00,15.24,0
2026-07-20 07:31:00,15.64,0
2026-07-20 07:32:00,16.79,0
2026-07-20 07:33:00,16.32,0
2026-07-20 07:34:00,15.96,0
2026-07-20 07:35:00,15.87,0
2026-07-20 07:36:00,15.84,0
2026-07-20 07:37:00,16.28,0
2026-07-20 07:38:00,16.33,0
2026-07-20 07:39:00,16.6,0
2026-07-20 07:40:00,17.28,0
2026-07-20 07:41:00,17.63,0
2026-07-20 07:42:00,18.26,0
2026-07-20 07:43:00,18.11,0
2026-07-20 07:44:00,17.99,0
2026-07-20 07:45:00,18.17,0
2026-07-20 07:46:00,17.82,0
2026-07-20 07:47:00,18.77,0
2026-07-20 07:48:00,19.1,0
2026-07-20 07:49:00,19.99,0
2026-07-20 07:50:00,20.22,0
2026-07-20 07:51:00,19.47,0
2026-07-20 07:52:00,19.46,0
2026-07-20 07:53:00,19.7,0
2026-07-20 07:54:00,20.38,0
2026-07-20 07:55:00,20.22,0
2026-07-20 07:56:00,19.3,0
2026-07-20 07:57:00,18.81,0
2026-07-20 07:58:00,19.38,0
2026-07-20 07:59:00,19.84,0
