"date (UTC)","O3 (ppb)","Flag"
2026-07-11 23:00:00,18.38,0
2026-07-11 23:01:00,18.15,0
2026-07-11 23:02:00,18.37,0
2026-07-11 23:03:00,18.6,0
2026-07-11 23:04:00,18.46,0
2026-07-11 23:05:00,18.76,0
2026-07-11 23:06:00,18.7,0
2026-07-11 23:07:00,18.56,0
2026-07-11 23:08:00,18.9,0
2026-07-11 23:09:00,18.33,0
2026-07-11 23:10:00,18.71,0
2026-07-11 23:11:00,18.89,0
2026-07-11 23:12:00,18.9,0
2026-07-11 23:13:00,18.58,0
2026-07-11 23:14:00,18.99,0
2026-07-11 23:15:00,19.25,0
2026-07-11 23:16:00,18.74,0
2026-07-11 23:17:00,18.98,0
2026-07-11 23:18:00,19.05,0
2026-07-11 23:19:00,18.83,0
2026-07-11 23:20:00,18.52,0
2026-07-11 23:21:00,18.05,0
2026-07-11 23:22:00,18.28,0
2026-07-11 23:23:00,18.25,0
2026-07-11 23:24:00,18.55,0
2026-07-11 23:25:00,18.75,0
2026-07-11 23:26:00,18.77,0
2026-07-11 23:27:00,19.05,0
2026-07-11 23:28:00,19.24,0
2026-07-11 23:29:00,19.47,0
2026-07-11 23:30:00,19.59,0
2026-07-11 23:31:00,19.46,0
2026-07-11 23:32:00,19.46,0
2026-07-11 23:33:00,19.37,0
2026-07-11 23:34:00,19.21,0
2026-07-11 23:35:00,19.41,0
2026-07-11 23:36:00,19.86,0
2026-07-11 23:37:00,20.69,0
2026-07-11 23:38:00,20.78,0
2026-07-11 23:39:00,21.22,0
2026-07-11 23:40:00,21.11,0
2026-07-11 23:41:00,21.29,0
2026-07-11 23:42:00,21.82,0
2026-07-11 23:43:00,21.14,0
2026-07-11 23:44:00,21.65,0
2026-07-11 23:45:00,20.76,0
2026-07-11 23:46:00,20.48,0
2026-07-11 23:47:00,21.01,0
2026-07-11 23:48:00,20.92,0
2026-07-11 23:49:00,21.43,0
2026-07-11 23:50:00,21.08,0
2026-07-11 23:51:00,21.19,0
2026-07-11 23:52:00,21.02,0
2026-07-11 23:53:00,21.32,0
2026-07-11 23:54:00,21.27,0
2026-07-11 23:55:00,21.18,0
2026-07-11 23:56:00,21.55,0
2026-07-11 23:57:00,21.38,0
2026-07-11 23:58:00,21.29,0
2026-07-11 23:59:00,21.36,0
