"date (UTC)","O3 (ppb)","Flag"
2026-07-16 18:00:00,43.19,0
2026-07-16 18:01:00,43.55,0
2026-07-16 18:02:00,43.11,0
2026-07-16 18:03:00,43.32,0
2026-07-16 18:04:00,43.25,0
2026-07-16 18:05:00,43.33,0
2026-07-16 18:06:00,43.01,0
2026-07-16 18:07:00,42.79,0
2026-07-16 18:08:00,43.12,0
2026-07-16 18:09:00,43.46,0
2026-07-16 18:10:00,43,0
2026-07-16 18:11:00,43.56,0
2026-07-16 18:12:00,43.58,0
2026-07-16 18:13:00,43.41,0
2026-07-16 18:14:00,44.24,0
2026-07-16 18:15:00,44.12,0
2026-07-16 18:16:00,43.95,0
2026-07-16 18:17:00,43.32,0
2026-07-16 18:18:00,43.23,0
2026-07-16 18:19:00,43.44,0
2026-07-16 18:20:00,43.84,0
2026-07-16 18:21:00,43.48,0
2026-07-16 18:22:00,44.05,0
2026-07-16 18:23:00,44.2,0
2026-07-16 18:24:00,43.56,0
2026-07-16 18:25:00,43.49,0
2026-07-16 18:26:00,43.6,0
2026-07-16 18:27:00,43.78,0
2026-07-16 18:28:00,44.01,0
2026-07-16 18:29:00,43.45,0
2026-07-16 18:30:00,44.29,0
2026-07-16 18:31:00,44.07,0
2026-07-16 18:32:00,43.84,0
2026-07-16 18:33:00,43.71,0
2026-07-16 18:34:00,42.98,0
2026-07-16 18:35:00,42.94,0
2026-07-16 18:36:00,43.29,0
2026-07-16 18:37:00,43.43,0
2026-07-16 18:38:00,43.15,0
2026-07-16 18:39:00,42.8,0
2026-07-16 18:40:00,43.55,0
2026-07-16 18:41:00,43.54,0
2026-07-16 18:42:00,43.31,0
2026-07-16 18:43:00,43.24,0
2026-07-16 18:44:00,43.17,0
2026-07-16 18:45:00,42.21,0
2026-07-16 18:46:00,42.55,0
2026-07-16 18:47:00,41.88,0
2026-07-16 18:48:00,41.87,0
2026-07-16 18:49:00,42.77,0
2026-07-16 18:50:00,42.69,0
2026-07-16 18:51:00,42.34,0
2026-07-16 18:52:00,42.39,0
2026-07-16 18:53:00,41.98,0
2026-07-16 18:54:00,41.48,0
2026-07-16 18:55:00,41.55,0
2026-07-16 18:56:00,42.1,0
2026-07-16 18:57:00,42.58,0
2026-07-16 18:58:00,42.03,0
2026-07-16 18:59:00,42.24,0
