"date (UTC)","O3 (ppb)","Flag"
2026-07-19 14:00:00,36.16,0
2026-07-19 14:01:00,36.1,0
2026-07-19 14:02:00,36.18,0
2026-07-19 14:03:00,35.85,0
2026-07-19 14:04:00,36.4,0
2026-07-19 14:05:00,36.56,0
2026-07-19 14:06:00,36.48,0
2026-07-19 14:07:00,36.92,0
2026-07-19 14:08:00,36.15,0
2026-07-19 14:09:00,36.19,0
2026-07-19 14:10:00,36.78,0
2026-07-19 14:11:00,35.85,0
2026-07-19 14:12:00,35.94,0
2026-07-19 14:13:00,35.01,0
2026-07-19 14:14:00,35.26,0
2026-07-19 14:15:00,35.31,0
2026-07-19 14:16:00,35.44,0
2026-07-19 14:17:00,35.14,0
2026-07-19 14:18:00,35.41,0
2026-07-19 14:19:00,36.02,0
2026-07-19 14:20:00,36.28,0
2026-07-19 14:21:00,35.78,0
2026-07-19 14:22:00,36.11,0
2026-07-19 14:23:00,36.64,0
2026-07-19 14:24:00,36.67,0
2026-07-19 14:25:00,37.17,0
2026-07-19 14:26:00,36.89,0
2026-07-19 14:27:00,37.24,0
2026-07-19 14:28:00,36.44,0
2026-07-19 14:29:00,36.29,0
2026-07-19 14:30:00,35.82,0
2026-07-19 14:31:00,36.62,0
2026-07-19 14:32:00,37.14,0
2026-07-19 14:33:00,38.06,0
2026-07-19 14:34:00,38.2,0
2026-07-19 14:35:00,38,0
2026-07-19 14:36:00,37.49,0
2026-07-19 14:37:00,37.4,0
2026-07-19 14:38:00,37.06,0
2026-07-19 14:39:00,35.96,0
2026-07-19 14:40:00,37.41,0
2026-07-19 14:41:00,36.88,0
2026-07-19 14:42:00,35.98,0
2026-07-19 14:43:00,36.65,0
2026-07-19 14:44:00,37.68,0
2026-07-19 14:45:00,37.68,0
2026-07-19 14:46:00,37.49,0
2026-07-19 14:47:00,35.65,0
2026-07-19 14:48:00,36.44,0
2026-07-19 14:49:00,37.13,0
2026-07-19 14:50:00,37.46,0
2026-07-19 14:51:00,37,0
2026-07-19 14:52:00,37.41,0
2026-07-19 14:53:00,37.26,0
2026-07-19 14:54:00,37.52,0
2026-07-19 14:55:00,37.18,0
2026-07-19 14:56:00,37.18,0
2026-07-19 14:57:00,37.21,0
2026-07-19 14:58:00,37.51,0
2026-07-19 14:59:00,36.22,0
