"date (UTC)","O3 (ppb)","Flag"
2026-07-26 14:00:00,26.69,0
2026-07-26 14:01:00,26.92,0
2026-07-26 14:02:00,27.72,0
2026-07-26 14:03:00,27.55,0
2026-07-26 14:04:00,27.1,0
2026-07-26 14:05:00,27.42,0
2026-07-26 14:06:00,25.05,0
2026-07-26 14:07:00,25.85,0
2026-07-26 14:08:00,26.86,0
2026-07-26 14:09:00,27.01,0
2026-07-26 14:10:00,26.2,0
2026-07-26 14:11:00,25.86,0
2026-07-26 14:12:00,26.99,0
2026-07-26 14:13:00,27.04,0
2026-07-26 14:14:00,27.02,0
2026-07-26 14:15:00,27.35,0
2026-07-26 14:16:00,27.51,0
2026-07-26 14:17:00,28.07,0
2026-07-26 14:18:00,28.33,0
2026-07-26 14:19:00,28.5,0
2026-07-26 14:20:00,27.76,0
2026-07-26 14:21:00,27.29,0
2026-07-26 14:22:00,24.41,0
2026-07-26 14:23:00,22.59,0
2026-07-26 14:24:00,24.72,0
2026-07-26 14:25:00,26.75,0
2026-07-26 14:26:00,25.64,0
2026-07-26 14:27:00,25.69,0
2026-07-26 14:28:00,26.52,0
2026-07-26 14:29:00,26.46,0
2026-07-26 14:30:00,27.83,0
2026-07-26 14:31:00,28.55,0
2026-07-26 14:32:00,28.3,0
2026-07-26 14:33:00,27.64,0
2026-07-26 14:34:00,27.45,0
2026-07-26 14:35:00,27.11,0
2026-07-26 14:36:00,27.57,0
2026-07-26 14:37:00,27.2,0
2026-07-26 14:38:00,25.15,0
2026-07-26 14:39:00,23.64,0
2026-07-26 14:40:00,24.19,0
2026-07-26 14:41:00,25.06,0
2026-07-26 14:42:00,26.17,0
2026-07-26 14:43:00,27.18,0
2026-07-26 14:44:00,26.68,0
2026-07-26 14:45:00,26.69,0
2026-07-26 14:46:00,26.94,0
2026-07-26 14:47:00,26.17,0
2026-07-26 14:48:00,26.23,0
2026-07-26 14:49:00,26.01,0
2026-07-26 14:50:00,25.59,0
2026-07-26 14:51:00,25.82,0
2026-07-26 14:52:00,26.67,0
2026-07-26 14:53:00,26.96,0
2026-07-26 14:54:00,26.81,0
2026-07-26 14:55:00,26.98,0
2026-07-26 14:56:00,26.43,0
2026-07-26 14:57:00,25.79,0
2026-07-26 14:58:00,24.24,0
2026-07-26 14:59:00,24.88,0
