"date (UTC)","O3 (ppb)","Flag"
2026-07-03 18:05:00,36.27,0
2026-07-03 18:06:00,36.02,0
2026-07-03 18:07:00,36.01,0
2026-07-03 18:08:00,36.61,0
2026-07-03 18:09:00,36.61,0
2026-07-03 18:10:00,36.37,0
2026-07-03 18:11:00,36.53,0
2026-07-03 18:12:00,36.22,0
2026-07-03 18:13:00,37.02,0
2026-07-03 18:14:00,37.19,0
2026-07-03 18:15:00,35.9,0
2026-07-03 18:16:00,35.92,0
2026-07-03 18:17:00,37.1,0
2026-07-03 18:18:00,36.91,0
2026-07-03 18:19:00,37.23,0
2026-07-03 18:20:00,37.17,0
2026-07-03 18:21:00,36.85,0
2026-07-03 18:22:00,36.83,0
2026-07-03 18:23:00,36.3,0
2026-07-03 18:24:00,35.04,0
2026-07-03 18:25:00,35.04,0
2026-07-03 18:26:00,34.12,0
2026-07-03 18:27:00,35.54,0
2026-07-03 18:28:00,36.08,0
2026-07-03 18:29:00,36.18,0
2026-07-03 18:30:00,35.54,0
2026-07-03 18:31:00,34.25,0
2026-07-03 18:32:00,32.98,0
2026-07-03 18:33:00,32.18,0
2026-07-03 18:34:00,34.52,0
2026-07-03 18:35:00,34.34,0
2026-07-03 18:36:00,35.28,0
2026-07-03 18:37:00,33.26,0
2026-07-03 18:38:00,30.45,0
2026-07-03 18:39:00,35.01,0
2026-07-03 18:40:00,35.16,0
2026-07-03 18:41:00,34.1,0
2026-07-03 18:42:00,35.62,0
2026-07-03 18:43:00,34.74,0
2026-07-03 18:44:00,36.63,0
2026-07-03 18:45:00,36.51,0
2026-07-03 18:46:00,36.05,0
2026-07-03 18:47:00,36.06,0
2026-07-03 18:48:00,35.64,0
2026-07-03 18:49:00,34.39,0
2026-07-03 18:50:00,32.71,0
2026-07-03 18:51:00,31.88,0
2026-07-03 18:52:00,31.52,0
2026-07-03 18:53:00,33.45,0
2026-07-03 18:54:00,29.57,0
2026-07-03 18:55:00,26.62,0
2026-07-03 18:56:00,31.04,0
2026-07-03 18:57:00,22.77,0
2026-07-03 18:58:00,26.54,0
2026-07-03 18:59:00,26.12,0
