"date (UTC)","O3 (ppb)","Flag"
2026-06-05 14:00:00,39.19,0
2026-06-05 14:01:00,38.32,0
2026-06-05 14:02:00,37.89,0
2026-06-05 14:03:00,36.71,0
2026-06-05 14:04:00,33.66,0
2026-06-05 14:05:00,35.16,0
2026-06-05 14:06:00,35.89,0
2026-06-05 14:07:00,36.58,0
2026-06-05 14:08:00,36.67,0
2026-06-05 14:09:00,38.67,0
2026-06-05 14:10:00,37.54,0
2026-06-05 14:11:00,38.34,0
2026-06-05 14:12:00,37.63,0
2026-06-05 14:13:00,38.78,0
2026-06-05 14:14:00,38.96,0
2026-06-05 14:15:00,38.81,0
2026-06-05 14:16:00,38.02,0
2026-06-05 14:17:00,37.1,0
2026-06-05 14:18:00,38.46,0
2026-06-05 14:19:00,38.74,0
2026-06-05 14:20:00,38.55,0
2026-06-05 14:21:00,37.05,0
2026-06-05 14:22:00,36.92,0
2026-06-05 14:23:00,36.73,0
2026-06-05 14:24:00,37.59,0
2026-06-05 14:25:00,38.48,0
2026-06-05 14:26:00,38.71,0
2026-06-05 14:27:00,38.52,0
2026-06-05 14:28:00,38.46,0
2026-06-05 14:29:00,38.23,0
2026-06-05 14:30:00,37.65,0
2026-06-05 14:31:00,37.32,0
2026-06-05 14:32:00,37.07,0
2026-06-05 14:33:00,37.28,0
2026-06-05 14:34:00,36.94,0
2026-06-05 14:35:00,38.26,0
2026-06-05 14:36:00,38.85,0
2026-06-05 14:37:00,39.23,0
2026-06-05 14:38:00,38.94,0
2026-06-05 14:39:00,37.86,0
2026-06-05 14:40:00,37.41,0
2026-06-05 14:41:00,36.93,0
2026-06-05 14:42:00,37.19,0
2026-06-05 14:43:00,38.21,0
2026-06-05 14:44:00,38.02,0
2026-06-05 14:45:00,37.84,0
2026-06-05 14:46:00,38.47,0
2026-06-05 14:47:00,38.14,0
2026-06-05 14:48:00,38.24,0
2026-06-05 14:49:00,37.99,0
2026-06-05 14:50:00,37.66,0
2026-06-05 14:51:00,37.4,0
2026-06-05 14:52:00,37.42,0
2026-06-05 14:53:00,37.93,0
2026-06-05 14:54:00,36.72,0
2026-06-05 14:55:00,37.92,0
2026-06-05 14:56:00,38.78,0
2026-06-05 14:57:00,37.48,0
2026-06-05 14:58:00,37.86,0
2026-06-05 14:59:00,37.29,0
