"date (UTC)","O3 (ppb)","Flag"
2026-06-30 07:00:00,15.85,0
2026-06-30 07:01:00,16.06,0
2026-06-30 07:02:00,16.92,0
2026-06-30 07:03:00,18.37,0
2026-06-30 07:04:00,18.35,0
2026-06-30 07:05:00,18.28,0
2026-06-30 07:06:00,20.34,0
2026-06-30 07:07:00,21.03,0
2026-06-30 07:08:00,19.28,0
2026-06-30 07:09:00,21.1,0
2026-06-30 07:10:00,20.44,0
2026-06-30 07:11:00,18.55,0
2026-06-30 07:12:00,18.61,0
2026-06-30 07:13:00,19.14,0
2026-06-30 07:14:00,19.27,0
2026-06-30 07:15:00,19.27,0
2026-06-30 07:16:00,18.2,0
2026-06-30 07:17:00,19.31,0
2026-06-30 07:18:00,17.05,0
2026-06-30 07:19:00,18.04,0
2026-06-30 07:20:00,18.57,0
2026-06-30 07:21:00,19.33,0
2026-06-30 07:22:00,18.24,0
2026-06-30 07:23:00,21.04,0
2026-06-30 07:24:00,19.77,0
2026-06-30 07:25:00,19.73,0
2026-06-30 07:26:00,19.24,0
2026-06-30 07:27:00,19.23,0
2026-06-30 07:28:00,18.38,0
2026-06-30 07:29:00,19.47,0
2026-06-30 07:30:00,19.88,0
2026-06-30 07:31:00,19.82,0
2026-06-30 07:32:00,20.75,0
2026-06-30 07:33:00,20.81,0
2026-06-30 07:34:00,19.66,0
2026-06-30 07:35:00,19.81,0
2026-06-30 07:36:00,20.75,0
2026-06-30 07:37:00,20.89,0
2026-06-30 07:38:00,20.87,0
2026-06-30 07:39:00,20.69,0
2026-06-30 07:40:00,20.39,0
2026-06-30 07:41:00,20.22,0
2026-06-30 07:42:00,20.13,0
2026-06-30 07:43:00,20.58,0
2026-06-30 07:44:00,20.18,0
2026-06-30 07:45:00,21.39,0
2026-06-30 07:46:00,22.19,0
2026-06-30 07:47:00,22.16,0
2026-06-30 07:48:00,21.02,0
2026-06-30 07:49:00,21.81,0
2026-06-30 07:50:00,22.18,0
2026-06-30 07:51:00,20.64,0
2026-06-30 07:52:00,20.62,0
2026-06-30 07:53:00,20.74,0
2026-06-30 07:54:00,20.51,0
2026-06-30 07:55:00,19.88,0
2026-06-30 07:56:00,20.17,0
2026-06-30 07:57:00,21.33,0
2026-06-30 07:58:00,21.47,0
2026-06-30 07:59:00,22.86,0
