"date (UTC)","O3 (ppb)","Flag"
2026-06-01 19:00:00,15.67,0
2026-06-01 19:01:00,14.98,0
2026-06-01 19:02:00,15.07,0
2026-06-01 19:03:00,15.24,0
2026-06-01 19:04:00,15.55,0
2026-06-01 19:05:00,17.03,0
2026-06-01 19:06:00,17.12,0
2026-06-01 19:07:00,17.34,0
2026-06-01 19:08:00,16.96,0
2026-06-01 19:09:00,17.1,0
2026-06-01 19:10:00,17.02,0
2026-06-01 19:11:00,16.55,0
2026-06-01 19:12:00,17.25,0
2026-06-01 19:13:00,17.13,0
2026-06-01 19:14:00,17.16,0
2026-06-01 19:15:00,16.8,0
2026-06-01 19:16:00,16.56,0
2026-06-01 19:17:00,17,0
2026-06-01 19:18:00,17.22,0
2026-06-01 19:19:00,17.12,0
2026-06-01 19:20:00,17.21,0
2026-06-01 19:21:00,17.15,0
2026-06-01 19:22:00,17,0
2026-06-01 19:23:00,16.77,0
2026-06-01 19:24:00,17.02,0
2026-06-01 19:25:00,17.25,0
2026-06-01 19:26:00,17,0
2026-06-01 19:27:00,17.4,0
2026-06-01 19:28:00,17.56,0
2026-06-01 19:29:00,16.92,0
2026-06-01 19:30:00,16.52,0
2026-06-01 19:31:00,16.19,0
2026-06-01 19:32:00,15.21,0
2026-06-01 19:33:00,15.17,0
2026-06-01 19:34:00,15.69,0
2026-06-01 19:35:00,16.51,0
2026-06-01 19:36:00,17.61,0
2026-06-01 19:37:00,16.99,0
2026-06-01 19:38:00,17.43,0
2026-06-01 19:39:00,17.04,0
2026-06-01 19:40:00,17.15,0
2026-06-01 19:41:00,16.78,0
2026-06-01 19:42:00,16.75,0
2026-06-01 19:43:00,16.85,0
2026-06-01 19:44:00,16.59,0
2026-06-01 19:45:00,16.9,0
2026-06-01 19:46:00,16.8,0
2026-06-01 19:47:00,16.53,0
2026-06-01 19:48:00,16.47,0
2026-06-01 19:49:00,16.51,0
2026-06-01 19:50:00,16.56,0
2026-06-01 19:51:00,16.26,0
2026-06-01 19:52:00,16.21,0
2026-06-01 19:53:00,16.34,0
2026-06-01 19:54:00,15.71,0
2026-06-01 19:55:00,16.51,0
2026-06-01 19:56:00,15.78,0
2026-06-01 19:57:00,15.77,0
2026-06-01 19:58:00,15.44,0
2026-06-01 19:59:00,15.72,0
