"date (UTC)","O3 (ppb)","Flag"
2026-06-05 16:00:00,36.69,0
2026-06-05 16:01:00,36.72,0
2026-06-05 16:02:00,37,0
2026-06-05 16:03:00,36.57,0
2026-06-05 16:04:00,36.93,0
2026-06-05 16:05:00,37.96,0
2026-06-05 16:06:00,38.46,0
2026-06-05 16:07:00,39.04,0
2026-06-05 16:08:00,38.98,0
2026-06-05 16:09:00,39.04,0
2026-06-05 16:10:00,38.8,0
2026-06-05 16:11:00,38.24,0
2026-06-05 16:12:00,38.29,0
2026-06-05 16:13:00,38.83,0
2026-06-05 16:14:00,38.55,0
2026-06-05 16:15:00,38.52,0
2026-06-05 16:16:00,37.12,0
2026-06-05 16:17:00,36.88,0
2026-06-05 16:18:00,37.49,0
2026-06-05 16:19:00,37.14,0
2026-06-05 16:20:00,38.54,0
2026-06-05 16:21:00,38.43,0
2026-06-05 16:22:00,37.35,0
2026-06-05 16:23:00,36.89,0
2026-06-05 16:24:00,36.92,0
2026-06-05 16:25:00,37.46,0
2026-06-05 16:26:00,37.42,0
2026-06-05 16:27:00,37.81,0
2026-06-05 16:28:00,38.11,0
2026-06-05 16:29:00,38.03,0
2026-06-05 16:30:00,37.99,0
2026-06-05 16:31:00,38.25,0
2026-06-05 16:32:00,37.82,0
2026-06-05 16:33:00,37.97,0
2026-06-05 16:34:00,37.95,0
2026-06-05 16:35:00,38.05,0
2026-06-05 16:36:00,37.93,0
2026-06-05 16:37:00,38.1,0
2026-06-05 16:38:00,38.37,0
2026-06-05 16:39:00,38.44,0
2026-06-05 16:40:00,38.31,0
2026-06-05 16:41:00,38.23,0
2026-06-05 16:42:00,37.34,0
2026-06-05 16:43:00,36.95,0
2026-06-05 16:44:00,37.46,0
2026-06-05 16:45:00,37.38,0
2026-06-05 16:46:00,38.03,0
2026-06-05 16:47:00,38.27,0
2026-06-05 16:48:00,37.22,0
2026-06-05 16:49:00,37,0
2026-06-05 16:50:00,38.22,0
2026-06-05 16:51:00,38.04,0
2026-06-05 16:52:00,37.82,0
2026-06-05 16:53:00,37.41,0
2026-06-05 16:54:00,37.04,0
2026-06-05 16:55:00,37.08,0
2026-06-05 16:56:00,37.64,0
2026-06-05 16:57:00,36.77,0
2026-06-05 16:58:00,37.7,0
2026-06-05 16:59:00,37.01,0
