"date (UTC)","SO2 (ppb)","Flag"
2026-06-03 09:00:00,0.736,0
2026-06-03 09:01:00,0.686,0
2026-06-03 09:02:00,0.639,0
2026-06-03 09:03:00,0.605,0
2026-06-03 09:04:00,0.656,0
2026-06-03 09:05:00,0.682,0
2026-06-03 09:06:00,0.673,0
2026-06-03 09:07:00,0.661,0
2026-06-03 09:08:00,0.686,0
2026-06-03 09:09:00,0.675,0
2026-06-03 09:10:00,0.68,0
2026-06-03 09:11:00,0.671,0
2026-06-03 09:12:00,0.675,0
2026-06-03 09:13:00,0.619,0
2026-06-03 09:14:00,0.591,0
2026-06-03 09:15:00,0.581,0
2026-06-03 09:16:00,0.585,0
2026-06-03 09:17:00,0.601,0
2026-06-03 09:18:00,0.637,0
2026-06-03 09:19:00,0.704,0
2026-06-03 09:20:00,0.689,0
2026-06-03 09:21:00,0.734,0
2026-06-03 09:22:00,0.781,0
2026-06-03 09:23:00,0.845,0
2026-06-03 09:24:00,0.859,0
2026-06-03 09:25:00,0.895,1
2026-06-03 09:26:00,0.897,0
2026-06-03 09:27:00,0.915,0
2026-06-03 09:28:00,0.934,0
2026-06-03 09:29:00,1.023,0
2026-06-03 09:30:00,1.047,0
2026-06-03 09:31:00,1.095,0
2026-06-03 09:32:00,1.097,0
2026-06-03 09:33:00,1.127,0
2026-06-03 09:34:00,1.13,1
2026-06-03 09:35:00,1.104,1
2026-06-03 09:36:00,1.105,0
2026-06-03 09:37:00,1.074,1
2026-06-03 09:38:00,1.058,0
2026-06-03 09:39:00,1.026,0
2026-06-03 09:40:00,1.012,1
2026-06-03 09:41:00,1.022,0
2026-06-03 09:42:00,1.026,0
2026-06-03 09:43:00,1.052,0
2026-06-03 09:44:00,1.068,0
2026-06-03 09:45:00,1.046,0
2026-06-03 09:46:00,1.051,0
2026-06-03 09:47:00,1.015,0
2026-06-03 09:48:00,1.006,0
2026-06-03 09:49:00,0.951,0
2026-06-03 09:50:00,0.92,0
2026-06-03 09:51:00,0.853,0
2026-06-03 09:52:00,0.831,0
2026-06-03 09:53:00,0.837,0
2026-06-03 09:54:00,0.853,0
2026-06-03 09:55:00,0.84,1
2026-06-03 09:56:00,0.855,0
2026-06-03 09:57:00,0.847,0
2026-06-03 09:58:00,0.87,0
2026-06-03 09:59:00,0.875,0
