"date (UTC)","SO2 (ppb)","Flag"
2026-06-25 06:00:00,0.391,0
2026-06-25 06:01:00,0.394,0
2026-06-25 06:02:00,0.384,0
2026-06-25 06:03:00,0.398,1
2026-06-25 06:04:00,0.413,0
2026-06-25 06:05:00,0.45,0
2026-06-25 06:06:00,0.482,0
2026-06-25 06:07:00,0.518,0
2026-06-25 06:08:00,0.564,0
2026-06-25 06:09:00,0.575,0
2026-06-25 06:10:00,0.589,0
2026-06-25 06:11:00,0.581,0
2026-06-25 06:12:00,0.593,0
2026-06-25 06:13:00,0.658,0
2026-06-25 06:14:00,0.682,1
2026-06-25 06:15:00,0.699,0
2026-06-25 06:16:00,0.683,0
2026-06-25 06:17:00,0.683,0
2026-06-25 06:18:00,0.683,0
2026-06-25 06:19:00,0.628,0
2026-06-25 06:20:00,0.6,0
2026-06-25 06:21:00,0.569,0
2026-06-25 06:22:00,0.517,0
2026-06-25 06:23:00,0.517,0
2026-06-25 06:24:00,0.516,0
2026-06-25 06:25:00,0.473,0
2026-06-25 06:26:00,0.476,0
2026-06-25 06:27:00,0.483,0
2026-06-25 06:28:00,0.483,1
2026-06-25 06:29:00,0.431,0
2026-06-25 06:30:00,0.391,0
2026-06-25 06:31:00,0.343,0
2026-06-25 06:32:00,0.349,0
2026-06-25 06:33:00,0.352,1
2026-06-25 06:34:00,0.373,0
2026-06-25 06:35:00,0.39,0
2026-06-25 06:36:00,0.4,0
2026-06-25 06:37:00,0.388,0
2026-06-25 06:38:00,0.406,0
2026-06-25 06:39:00,0.38,0
2026-06-25 06:40:00,0.36,0
2026-06-25 06:41:00,0.362,1
2026-06-25 06:42:00,0.315,0
2026-06-25 06:43:00,0.288,0
2026-06-25 06:44:00,0.284,0
2026-06-25 06:45:00,0.293,0
2026-06-25 06:46:00,0.304,0
2026-06-25 06:47:00,0.346,0
2026-06-25 06:48:00,0.364,0
2026-06-25 06:49:00,0.39,0
2026-06-25 06:50:00,0.359,0
2026-06-25 06:51:00,0.34,0
2026-06-25 06:52:00,0.341,0
2026-06-25 06:53:00,0.338,0
2026-06-25 06:54:00,0.356,1
2026-06-25 06:55:00,0.424,1
2026-06-25 06:56:00,0.444,0
2026-06-25 06:57:00,0.449,0
2026-06-25 06:58:00,0.464,0
2026-06-25 06:59:00,0.466,0
