"date (UTC)","SO2 (ppb)","Flag"
2026-06-29 15:00:00,0.283,0
2026-06-29 15:01:00,0.334,0
2026-06-29 15:02:00,0.373,0
2026-06-29 15:03:00,0.375,0
2026-06-29 15:04:00,0.395,0
2026-06-29 15:05:00,0.413,0
2026-06-29 15:06:00,0.422,0
2026-06-29 15:07:00,0.446,0
2026-06-29 15:08:00,0.469,0
2026-06-29 15:09:00,0.488,0
2026-06-29 15:10:00,0.517,0
2026-06-29 15:11:00,0.514,0
2026-06-29 15:12:00,0.504,0
2026-06-29 15:13:00,0.436,0
2026-06-29 15:14:00,0.44,0
2026-06-29 15:15:00,0.456,0
2026-06-29 15:16:00,0.416,0
2026-06-29 15:17:00,0.371,0
2026-06-29 15:18:00,0.368,0
2026-06-29 15:19:00,0.38,0
2026-06-29 15:20:00,0.339,0
2026-06-29 15:21:00,0.334,0
2026-06-29 15:22:00,0.334,0
2026-06-29 15:23:00,0.317,0
2026-06-29 15:24:00,0.23,0
2026-06-29 15:25:00,0.154,0
2026-06-29 15:26:00,0.149,0
2026-06-29 15:27:00,0.165,0
2026-06-29 15:28:00,0.153,0
2026-06-29 15:29:00,0.138,0
2026-06-29 15:30:00,0.105,1
2026-06-29 15:31:00,0.052,0
2026-06-29 15:32:00,0.037,0
2026-06-29 15:33:00,0.024,0
2026-06-29 15:34:00,0.012,0
2026-06-29 15:35:00,0.016,0
2026-06-29 15:36:00,0.068,0
2026-06-29 15:37:00,0.103,0
2026-06-29 15:38:00,0.082,0
2026-06-29 15:39:00,0.075,0
2026-06-29 15:40:00,0.125,0
2026-06-29 15:41:00,0.189,0
2026-06-29 15:42:00,0.171,0
2026-06-29 15:43:00,0.137,0
2026-06-29 15:44:00,0.149,0
2026-06-29 15:45:00,0.169,0
2026-06-29 15:46:00,0.188,0
2026-06-29 15:47:00,0.238,0
2026-06-29 15:48:00,0.304,0
2026-06-29 15:49:00,0.382,0
2026-06-29 15:50:00,0.395,0
2026-06-29 15:51:00,0.376,0
2026-06-29 15:52:00,0.329,0
2026-06-29 15:53:00,0.344,0
2026-06-29 15:54:00,0.412,0
2026-06-29 15:55:00,0.412,0
2026-06-29 15:56:00,0.379,0
2026-06-29 15:57:00,0.352,0
2026-06-29 15:58:00,0.371,0
2026-06-29 15:59:00,0.417,0
