"date (UTC)","SO2 (ppb)","Flag"
2026-06-18 19:00:00,0.378,0
2026-06-18 19:01:00,0.408,0
2026-06-18 19:02:00,0.442,0
2026-06-18 19:03:00,0.471,1
2026-06-18 19:04:00,0.467,0
2026-06-18 19:05:00,0.434,0
2026-06-18 19:06:00,0.423,0
2026-06-18 19:07:00,0.438,0
2026-06-18 19:08:00,0.44,0
2026-06-18 19:09:00,0.441,0
2026-06-18 19:10:00,0.448,1
2026-06-18 19:11:00,0.49,0
2026-06-18 19:12:00,0.512,0
2026-06-18 19:13:00,0.472,0
2026-06-18 19:14:00,0.417,0
2026-06-18 19:15:00,0.379,0
2026-06-18 19:16:00,0.353,0
2026-06-18 19:17:00,0.29,0
2026-06-18 19:18:00,0.243,0
2026-06-18 19:19:00,0.205,1
2026-06-18 19:20:00,0.183,0
2026-06-18 19:21:00,0.157,0
2026-06-18 19:22:00,0.123,0
2026-06-18 19:23:00,0.047,0
2026-06-18 19:24:00,0,0
2026-06-18 19:25:00,0.013,1
2026-06-18 19:26:00,-0.024,0
2026-06-18 19:27:00,-0.039,0
2026-06-18 19:28:00,-0.025,0
2026-06-18 19:29:00,0.024,0
2026-06-18 19:30:00,0.047,0
2026-06-18 19:31:00,0.051,0
2026-06-18 19:32:00,0.059,0
2026-06-18 19:33:00,0.125,0
2026-06-18 19:34:00,0.171,0
2026-06-18 19:35:00,0.171,0
2026-06-18 19:36:00,0.172,0
2026-06-18 19:37:00,0.174,1
2026-06-18 19:38:00,0.178,0
2026-06-18 19:39:00,0.213,0
2026-06-18 19:40:00,0.271,0
2026-06-18 19:41:00,0.26,0
2026-06-18 19:42:00,0.29,0
2026-06-18 19:43:00,0.337,0
2026-06-18 19:44:00,0.354,0
2026-06-18 19:45:00,0.329,0
2026-06-18 19:46:00,0.372,0
2026-06-18 19:47:00,0.439,0
2026-06-18 19:48:00,0.51,0
2026-06-18 19:49:00,0.498,0
2026-06-18 19:50:00,0.472,0
2026-06-18 19:51:00,0.477,0
2026-06-18 19:52:00,0.495,0
2026-06-18 19:53:00,0.554,0
2026-06-18 19:54:00,0.588,0
2026-06-18 19:55:00,0.59,0
2026-06-18 19:56:00,0.609,0
2026-06-18 19:57:00,0.64,0
2026-06-18 19:58:00,0.629,0
2026-06-18 19:59:00,0.59,0
