"date (UTC)","SO2 (ppb)","Flag"
2026-06-15 20:00:00,0.491,0
2026-06-15 20:01:00,0.484,1
2026-06-15 20:02:00,0.478,0
2026-06-15 20:03:00,0.469,0
2026-06-15 20:04:00,0.484,0
2026-06-15 20:05:00,0.483,0
2026-06-15 20:06:00,0.438,0
2026-06-15 20:07:00,0.458,0
2026-06-15 20:08:00,0.473,0
2026-06-15 20:09:00,0.474,1
2026-06-15 20:10:00,0.455,0
2026-06-15 20:11:00,0.421,0
2026-06-15 20:12:00,0.399,1
2026-06-15 20:13:00,0.383,0
2026-06-15 20:14:00,0.396,0
2026-06-15 20:15:00,0.423,0
2026-06-15 20:16:00,0.454,0
2026-06-15 20:17:00,0.459,0
2026-06-15 20:18:00,0.44,0
2026-06-15 20:19:00,0.44,0
2026-06-15 20:20:00,0.459,0
2026-06-15 20:21:00,0.451,1
2026-06-15 20:22:00,0.48,0
2026-06-15 20:23:00,0.508,0
2026-06-15 20:24:00,0.53,0
2026-06-15 20:25:00,0.539,0
2026-06-15 20:26:00,0.565,0
2026-06-15 20:27:00,0.615,0
2026-06-15 20:28:00,0.638,0
2026-06-15 20:29:00,0.654,0
2026-06-15 20:30:00,0.641,0
2026-06-15 20:31:00,0.599,0
2026-06-15 20:32:00,0.554,0
2026-06-15 20:33:00,0.552,0
2026-06-15 20:34:00,0.534,1
2026-06-15 20:35:00,0.494,0
2026-06-15 20:36:00,0.439,0
2026-06-15 20:37:00,0.425,0
2026-06-15 20:38:00,0.441,0
2026-06-15 20:39:00,0.464,0
2026-06-15 20:40:00,0.467,0
2026-06-15 20:41:00,0.454,0
2026-06-15 20:42:00,0.442,0
2026-06-15 20:43:00,0.455,0
2026-06-15 20:44:00,0.461,0
2026-06-15 20:45:00,0.472,0
2026-06-15 20:46:00,0.461,0
2026-06-15 20:47:00,0.459,0
2026-06-15 20:48:00,0.484,1
2026-06-15 20:49:00,0.501,0
2026-06-15 20:50:00,0.516,1
2026-06-15 20:51:00,0.544,0
2026-06-15 20:52:00,0.547,0
2026-06-15 20:53:00,0.569,0
2026-06-15 20:54:00,0.545,0
2026-06-15 20:55:00,0.501,0
2026-06-15 20:56:00,0.442,0
2026-06-15 20:57:00,0.399,0
2026-06-15 20:58:00,0.387,0
2026-06-15 20:59:00,0.315,0
