"date (UTC)","SO2 (ppb)","Flag"
2026-06-19 14:00:00,0.515,0
2026-06-19 14:01:00,0.49,0
2026-06-19 14:02:00,0.496,0
2026-06-19 14:03:00,0.488,0
2026-06-19 14:04:00,0.477,0
2026-06-19 14:05:00,0.465,0
2026-06-19 14:06:00,0.497,1
2026-06-19 14:07:00,0.508,0
2026-06-19 14:08:00,0.516,0
2026-06-19 14:09:00,0.545,0
2026-06-19 14:10:00,0.527,0
2026-06-19 14:11:00,0.537,1
2026-06-19 14:12:00,0.514,0
2026-06-19 14:13:00,0.532,0
2026-06-19 14:14:00,0.549,0
2026-06-19 14:15:00,0.58,0
2026-06-19 14:16:00,0.598,0
2026-06-19 14:17:00,0.614,0
2026-06-19 14:18:00,0.624,0
2026-06-19 14:19:00,0.625,0
2026-06-19 14:20:00,0.588,0
2026-06-19 14:21:00,0.584,0
2026-06-19 14:22:00,0.592,0
2026-06-19 14:23:00,0.601,0
2026-06-19 14:24:00,0.653,0
2026-06-19 14:25:00,0.646,1
2026-06-19 14:26:00,0.648,0
