"date (UTC)","SO2 (ppb)","Flag"
2026-06-17 15:00:00,0.28,0
2026-06-17 15:01:00,0.3,0
2026-06-17 15:02:00,0.301,0
2026-06-17 15:03:00,0.267,0
2026-06-17 15:04:00,0.243,0
2026-06-17 15:05:00,0.273,0
2026-06-17 15:06:00,0.251,0
2026-06-17 15:07:00,0.229,1
2026-06-17 15:08:00,0.204,0
2026-06-17 15:09:00,0.191,0
2026-06-17 15:10:00,0.128,0
2026-06-17 15:11:00,0.127,0
2026-06-17 15:12:00,0.175,0
2026-06-17 15:13:00,0.187,0
2026-06-17 15:14:00,0.168,0
2026-06-17 15:15:00,0.162,1
2026-06-17 15:16:00,0.221,1
2026-06-17 15:17:00,0.252,0
2026-06-17 15:18:00,0.269,0
2026-06-17 15:19:00,0.284,1
2026-06-17 15:20:00,0.308,0
2026-06-17 15:21:00,0.338,0
2026-06-17 15:22:00,0.394,0
2026-06-17 15:23:00,0.432,0
2026-06-17 15:24:00,0.467,0
2026-06-17 15:25:00,0.497,0
2026-06-17 15:26:00,0.511,0
2026-06-17 15:27:00,0.559,0
2026-06-17 15:28:00,0.538,0
2026-06-17 15:29:00,0.53,0
2026-06-17 15:30:00,0.545,0
2026-06-17 15:31:00,0.581,0
2026-06-17 15:32:00,0.575,0
2026-06-17 15:33:00,0.509,1
2026-06-17 15:34:00,0.469,0
2026-06-17 15:35:00,0.472,1
2026-06-17 15:36:00,0.441,0
2026-06-17 15:37:00,0.391,0
2026-06-17 15:38:00,0.332,0
2026-06-17 15:39:00,0.298,0
2026-06-17 15:40:00,0.282,0
2026-06-17 15:41:00,0.282,0
2026-06-17 15:42:00,0.303,0
2026-06-17 15:43:00,0.288,0
2026-06-17 15:44:00,0.307,0
2026-06-17 15:45:00,0.33,0
2026-06-17 15:46:00,0.355,0
2026-06-17 15:47:00,0.35,0
2026-06-17 15:48:00,0.311,1
2026-06-17 15:49:00,0.325,0
2026-06-17 15:50:00,0.343,0
2026-06-17 15:51:00,0.306,0
2026-06-17 15:52:00,0.327,0
2026-06-17 15:53:00,0.357,0
2026-06-17 15:54:00,0.388,0
2026-06-17 15:55:00,0.413,0
2026-06-17 15:56:00,0.426,1
2026-06-17 15:57:00,0.445,0
2026-06-17 15:58:00,0.434,0
2026-06-17 15:59:00,0.439,0
