"date (UTC)","SO2 (ppb)","Flag"
2026-06-07 16:00:00,0.022,0
2026-06-07 16:01:00,0.066,0
2026-06-07 16:02:00,0.102,0
2026-06-07 16:03:00,0.083,0
2026-06-07 16:04:00,-0.001,0
2026-06-07 16:05:00,-0.043,0
2026-06-07 16:06:00,-0.011,0
2026-06-07 16:07:00,-0.011,0
2026-06-07 16:08:00,0.005,0
2026-06-07 16:09:00,0.043,0
2026-06-07 16:10:00,0.041,0
2026-06-07 16:11:00,0.109,1
2026-06-07 16:12:00,0.138,0
2026-06-07 16:13:00,0.132,0
2026-06-07 16:14:00,0.112,0
2026-06-07 16:15:00,0.077,0
2026-06-07 16:16:00,0.072,0
2026-06-07 16:17:00,0.09,0
2026-06-07 16:18:00,0.063,0
2026-06-07 16:19:00,0.093,0
2026-06-07 16:20:00,0.152,0
2026-06-07 16:21:00,0.235,0
2026-06-07 16:22:00,0.258,0
2026-06-07 16:23:00,0.253,0
2026-06-07 16:24:00,0.251,0
2026-06-07 16:25:00,0.232,0
2026-06-07 16:26:00,0.228,0
2026-06-07 16:27:00,0.192,0
2026-06-07 16:28:00,0.229,0
2026-06-07 16:29:00,0.249,0
2026-06-07 16:30:00,0.285,0
2026-06-07 16:31:00,0.297,0
2026-06-07 16:32:00,0.279,0
2026-06-07 16:33:00,0.222,0
2026-06-07 16:34:00,0.25,0
2026-06-07 16:35:00,0.228,0
2026-06-07 16:36:00,0.2,0
2026-06-07 16:37:00,0.16,0
2026-06-07 16:38:00,0.111,0
2026-06-07 16:39:00,0.12,0
2026-06-07 16:40:00,0.132,0
2026-06-07 16:41:00,0.144,0
2026-06-07 16:42:00,0.147,0
2026-06-07 16:43:00,0.164,0
2026-06-07 16:44:00,0.156,0
2026-06-07 16:45:00,0.149,0
2026-06-07 16:46:00,0.153,0
2026-06-07 16:47:00,0.15,0
2026-06-07 16:48:00,0.113,0
2026-06-07 16:49:00,0.087,0
2026-06-07 16:50:00,0.022,0
2026-06-07 16:51:00,-0.009,0
2026-06-07 16:52:00,0.009,0
2026-06-07 16:53:00,0.012,0
2026-06-07 16:54:00,0.016,0
2026-06-07 16:55:00,-0.002,0
2026-06-07 16:56:00,-0.002,0
2026-06-07 16:57:00,-0.033,0
2026-06-07 16:58:00,-0.029,0
2026-06-07 16:59:00,-0.021,0
