"date (UTC)","SO2 (ppb)","Flag"
2026-06-10 12:00:00,0.079,0
2026-06-10 12:01:00,0.091,0
2026-06-10 12:02:00,0.082,0
2026-06-10 12:03:00,0.077,0
2026-06-10 12:04:00,0.053,0
2026-06-10 12:05:00,0.072,0
2026-06-10 12:06:00,0.055,0
2026-06-10 12:07:00,0.108,0
2026-06-10 12:08:00,0.1,0
2026-06-10 12:09:00,0.082,0
2026-06-10 12:10:00,0.121,0
2026-06-10 12:11:00,0.1,0
2026-06-10 12:12:00,0.099,0
2026-06-10 12:13:00,0.099,0
2026-06-10 12:14:00,0.136,0
2026-06-10 12:15:00,0.156,1
2026-06-10 12:16:00,0.173,0
2026-06-10 12:17:00,0.189,0
2026-06-10 12:18:00,0.243,0
2026-06-10 12:19:00,0.279,0
2026-06-10 12:20:00,0.327,0
2026-06-10 12:21:00,0.261,0
2026-06-10 12:22:00,0.228,0
2026-06-10 12:23:00,0.2,0
2026-06-10 12:24:00,0.212,0
2026-06-10 12:25:00,0.228,0
2026-06-10 12:26:00,0.213,1
2026-06-10 12:27:00,0.231,0
2026-06-10 12:28:00,0.259,1
2026-06-10 12:29:00,0.275,0
2026-06-10 12:30:00,0.239,0
2026-06-10 12:31:00,0.191,0
2026-06-10 12:32:00,0.176,0
2026-06-10 12:33:00,0.181,0
2026-06-10 12:34:00,0.173,0
2026-06-10 12:35:00,0.172,0
2026-06-10 12:36:00,0.153,0
2026-06-10 12:37:00,0.19,0
2026-06-10 12:38:00,0.227,1
2026-06-10 12:39:00,0.241,1
2026-06-10 12:40:00,0.204,0
2026-06-10 12:41:00,0.175,0
2026-06-10 12:42:00,0.126,1
2026-06-10 12:43:00,0.106,1
2026-06-10 12:44:00,0.092,0
2026-06-10 12:45:00,0.099,0
2026-06-10 12:46:00,0.155,0
2026-06-10 12:47:00,0.194,0
2026-06-10 12:48:00,0.22,0
2026-06-10 12:49:00,0.206,0
2026-06-10 12:50:00,0.215,0
2026-06-10 12:51:00,0.18,0
2026-06-10 12:52:00,0.183,0
2026-06-10 12:53:00,0.157,0
2026-06-10 12:54:00,0.136,0
2026-06-10 12:55:00,0.131,0
2026-06-10 12:56:00,0.176,0
2026-06-10 12:57:00,0.202,0
2026-06-10 12:58:00,0.239,0
2026-06-10 12:59:00,0.256,0
