"date (UTC)","SO2 (ppb)","Flag"
2026-06-15 05:00:00,0.435,0
2026-06-15 05:01:00,0.398,0
2026-06-15 05:02:00,0.401,0
2026-06-15 05:03:00,0.446,0
2026-06-15 05:04:00,0.458,0
2026-06-15 05:05:00,0.461,0
2026-06-15 05:06:00,0.456,0
2026-06-15 05:07:00,0.377,0
2026-06-15 05:08:00,0.319,0
2026-06-15 05:09:00,0.312,0
2026-06-15 05:10:00,0.294,0
2026-06-15 05:11:00,0.268,0
2026-06-15 05:12:00,0.28,0
2026-06-15 05:13:00,0.269,0
2026-06-15 05:14:00,0.259,0
2026-06-15 05:15:00,0.235,0
2026-06-15 05:16:00,0.196,1
2026-06-15 05:17:00,0.218,0
2026-06-15 05:18:00,0.22,0
2026-06-15 05:19:00,0.195,0
2026-06-15 05:20:00,0.19,0
2026-06-15 05:21:00,0.202,0
2026-06-15 05:22:00,0.21,1
2026-06-15 05:23:00,0.22,0
2026-06-15 05:24:00,0.233,0
2026-06-15 05:25:00,0.205,0
2026-06-15 05:26:00,0.218,0
2026-06-15 05:27:00,0.22,0
2026-06-15 05:28:00,0.202,0
2026-06-15 05:29:00,0.235,0
2026-06-15 05:30:00,0.222,0
2026-06-15 05:31:00,0.195,0
2026-06-15 05:32:00,0.225,0
2026-06-15 05:33:00,0.217,0
2026-06-15 05:34:00,0.212,0
2026-06-15 05:35:00,0.221,0
2026-06-15 05:36:00,0.236,0
2026-06-15 05:37:00,0.195,0
2026-06-15 05:38:00,0.172,0
2026-06-15 05:39:00,0.183,0
2026-06-15 05:40:00,0.163,0
2026-06-15 05:41:00,0.19,0
2026-06-15 05:42:00,0.183,0
2026-06-15 05:43:00,0.21,0
2026-06-15 05:44:00,0.221,0
2026-06-15 05:45:00,0.203,0
2026-06-15 05:46:00,0.219,0
2026-06-15 05:47:00,0.253,0
2026-06-15 05:48:00,0.238,0
2026-06-15 05:49:00,0.242,0
2026-06-15 05:50:00,0.265,0
2026-06-15 05:51:00,0.303,0
2026-06-15 05:52:00,0.333,0
2026-06-15 05:53:00,0.396,0
2026-06-15 05:54:00,0.399,0
2026-06-15 05:55:00,0.383,0
2026-06-15 05:56:00,0.384,0
2026-06-15 05:57:00,0.375,0
2026-06-15 05:58:00,0.381,0
2026-06-15 05:59:00,0.352,0
