"date (UTC)","SO2 (ppb)","Flag"
2026-06-29 20:00:00,0.321,0
2026-06-29 20:01:00,0.335,0
2026-06-29 20:02:00,0.32,1
2026-06-29 20:03:00,0.34,0
2026-06-29 20:04:00,0.32,0
2026-06-29 20:05:00,0.305,0
2026-06-29 20:06:00,0.305,0
2026-06-29 20:07:00,0.28,0
2026-06-29 20:08:00,0.282,0
2026-06-29 20:09:00,0.261,0
2026-06-29 20:10:00,0.273,0
2026-06-29 20:11:00,0.266,0
2026-06-29 20:12:00,0.25,0
2026-06-29 20:13:00,0.278,0
2026-06-29 20:14:00,0.259,0
2026-06-29 20:15:00,0.274,0
2026-06-29 20:16:00,0.284,0
2026-06-29 20:17:00,0.295,0
2026-06-29 20:18:00,0.311,0
2026-06-29 20:19:00,0.301,0
2026-06-29 20:20:00,0.339,0
2026-06-29 20:21:00,0.348,0
2026-06-29 20:22:00,0.348,0
2026-06-29 20:23:00,0.344,0
2026-06-29 20:24:00,0.322,0
2026-06-29 20:25:00,0.288,0
2026-06-29 20:26:00,0.244,1
2026-06-29 20:27:00,0.263,0
2026-06-29 20:28:00,0.258,0
2026-06-29 20:29:00,0.176,0
2026-06-29 20:30:00,0.158,0
2026-06-29 20:31:00,0.133,0
2026-06-29 20:32:00,0.115,0
2026-06-29 20:33:00,0.115,0
2026-06-29 20:34:00,0.133,0
2026-06-29 20:35:00,0.172,0
2026-06-29 20:36:00,0.183,0
2026-06-29 20:37:00,0.183,0
2026-06-29 20:38:00,0.177,0
2026-06-29 20:39:00,0.192,0
2026-06-29 20:40:00,0.232,0
2026-06-29 20:41:00,0.284,0
2026-06-29 20:42:00,0.311,0
2026-06-29 20:43:00,0.302,0
2026-06-29 20:44:00,0.287,0
2026-06-29 20:45:00,0.29,0
2026-06-29 20:46:00,0.31,0
2026-06-29 20:47:00,0.35,0
2026-06-29 20:48:00,0.376,0
2026-06-29 20:49:00,0.385,0
2026-06-29 20:50:00,0.396,0
2026-06-29 20:51:00,0.383,0
2026-06-29 20:52:00,0.307,1
2026-06-29 20:53:00,0.277,0
2026-06-29 20:54:00,0.251,0
2026-06-29 20:55:00,0.246,1
2026-06-29 20:56:00,0.225,0
2026-06-29 20:57:00,0.225,0
2026-06-29 20:58:00,0.224,0
2026-06-29 20:59:00,0.226,0
