"date (UTC)","SO2 (ppb)","Flag"
2026-06-08 02:00:00,0.549,0
2026-06-08 02:01:00,0.539,0
2026-06-08 02:02:00,0.498,0
2026-06-08 02:03:00,0.478,0
2026-06-08 02:04:00,0.439,0
2026-06-08 02:05:00,0.387,0
2026-06-08 02:06:00,0.342,0
2026-06-08 02:07:00,0.305,0
2026-06-08 02:08:00,0.247,1
2026-06-08 02:09:00,0.191,0
2026-06-08 02:10:00,0.194,0
2026-06-08 02:11:00,0.185,1
2026-06-08 02:12:00,0.186,0
2026-06-08 02:13:00,0.212,0
2026-06-08 02:14:00,0.237,0
2026-06-08 02:15:00,0.246,0
2026-06-08 02:16:00,0.269,0
2026-06-08 02:17:00,0.315,0
2026-06-08 02:18:00,0.373,0
2026-06-08 02:19:00,0.352,0
2026-06-08 02:20:00,0.336,0
2026-06-08 02:21:00,0.368,0
2026-06-08 02:22:00,0.433,0
2026-06-08 02:23:00,0.484,1
2026-06-08 02:24:00,0.484,0
2026-06-08 02:25:00,0.473,0
2026-06-08 02:26:00,0.481,1
2026-06-08 02:27:00,0.483,0
2026-06-08 02:28:00,0.479,0
2026-06-08 02:29:00,0.473,0
2026-06-08 02:30:00,0.457,0
2026-06-08 02:31:00,0.456,0
2026-06-08 02:32:00,0.454,0
2026-06-08 02:33:00,0.427,0
2026-06-08 02:34:00,0.396,0
2026-06-08 02:35:00,0.436,0
2026-06-08 02:36:00,0.461,0
2026-06-08 02:37:00,0.428,0
2026-06-08 02:38:00,0.395,0
2026-06-08 02:39:00,0.349,0
2026-06-08 02:40:00,0.316,0
2026-06-08 02:41:00,0.327,0
2026-06-08 02:42:00,0.329,0
2026-06-08 02:43:00,0.346,0
2026-06-08 02:44:00,0.305,0
2026-06-08 02:45:00,0.268,0
2026-06-08 02:46:00,0.256,0
2026-06-08 02:47:00,0.251,0
2026-06-08 02:48:00,0.254,0
2026-06-08 02:49:00,0.259,0
2026-06-08 02:50:00,0.232,0
2026-06-08 02:51:00,0.185,1
2026-06-08 02:52:00,0.164,0
2026-06-08 02:53:00,0.158,0
2026-06-08 02:54:00,0.142,0
2026-06-08 02:55:00,0.107,0
2026-06-08 02:56:00,0.084,0
2026-06-08 02:57:00,0.068,0
2026-06-08 02:58:00,0.051,0
2026-06-08 02:59:00,0.006,0
