"date (UTC)","O3 (ppb)","Flag"
2026-09-02 23:00:00,16.1,0
2026-09-02 23:01:00,15.02,0
2026-09-02 23:02:00,16.04,0
2026-09-02 23:03:00,16.47,0
2026-09-02 23:04:00,16.7,0
2026-09-02 23:05:00,16.03,0
2026-09-02 23:06:00,15.87,0
2026-09-02 23:07:00,16.19,0
2026-09-02 23:08:00,15.7,0
2026-09-02 23:09:00,16.44,0
2026-09-02 23:10:00,16.68,0
2026-09-02 23:11:00,16.24,0
2026-09-02 23:12:00,16.4,0
2026-09-02 23:13:00,16.43,0
2026-09-02 23:14:00,16.93,0
2026-09-02 23:15:00,16.72,0
2026-09-02 23:16:00,16.91,0
2026-09-02 23:17:00,16.7,0
2026-09-02 23:18:00,16.72,0
2026-09-02 23:19:00,15.69,0
2026-09-02 23:20:00,15.77,0
2026-09-02 23:21:00,15.9,0
2026-09-02 23:22:00,16.28,0
2026-09-02 23:23:00,16.84,0
2026-09-02 23:24:00,17.01,0
2026-09-02 23:25:00,16.95,0
2026-09-02 23:26:00,16.85,0
2026-09-02 23:27:00,16.86,0
2026-09-02 23:28:00,16.91,0
2026-09-02 23:29:00,16.36,0
2026-09-02 23:30:00,16.99,0
2026-09-02 23:31:00,17.1,0
2026-09-02 23:32:00,17.1,0
2026-09-02 23:33:00,16.7,0
2026-09-02 23:34:00,16.87,0
2026-09-02 23:35:00,16.65,0
2026-09-02 23:36:00,17.19,0
2026-09-02 23:37:00,17.25,0
2026-09-02 23:38:00,17.56,0
2026-09-02 23:39:00,17.6,0
2026-09-02 23:40:00,17.6,0
2026-09-02 23:41:00,17.38,0
2026-09-02 23:42:00,16.96,0
2026-09-02 23:43:00,17.08,0
2026-09-02 23:44:00,17.42,0
2026-09-02 23:45:00,17.56,0
2026-09-02 23:46:00,17.35,0
2026-09-02 23:47:00,17.11,0
2026-09-02 23:48:00,17.24,0
2026-09-02 23:49:00,17.58,0
2026-09-02 23:50:00,17.63,0
2026-09-02 23:51:00,17.24,0
2026-09-02 23:52:00,16.94,0
2026-09-02 23:53:00,17.31,0
2026-09-02 23:54:00,16.48,0
2026-09-02 23:55:00,17.08,0
2026-09-02 23:56:00,17.23,0
2026-09-02 23:57:00,17.32,0
2026-09-02 23:58:00,17.42,0
2026-09-02 23:59:00,17.17,0
