"date (UTC)","O3 (ppb)","Flag"
2026-09-14 11:00:00,13.43,0
2026-09-14 11:01:00,12.59,0
2026-09-14 11:02:00,13.83,0
2026-09-14 11:03:00,14.21,0
2026-09-14 11:04:00,14.28,0
2026-09-14 11:05:00,15.1,0
2026-09-14 11:06:00,15.61,0
2026-09-14 11:07:00,14.09,0
2026-09-14 11:08:00,13.66,0
2026-09-14 11:09:00,13.76,0
2026-09-14 11:10:00,14.4,0
2026-09-14 11:11:00,13.94,0
2026-09-14 11:12:00,13.6,0
2026-09-14 11:13:00,14.73,0
2026-09-14 11:14:00,14.45,0
2026-09-14 11:15:00,13.89,0
2026-09-14 11:16:00,14.68,0
2026-09-14 11:17:00,15.36,0
2026-09-14 11:18:00,15.02,0
2026-09-14 11:19:00,14.68,0
2026-09-14 11:20:00,14.45,0
2026-09-14 11:21:00,14.28,0
2026-09-14 11:22:00,13.88,0
2026-09-14 11:23:00,13.23,0
2026-09-14 11:24:00,13.54,0
2026-09-14 11:25:00,14.09,0
2026-09-14 11:26:00,14.36,0
2026-09-14 11:27:00,14.44,0
2026-09-14 11:28:00,14.53,0
2026-09-14 11:29:00,15.09,0
2026-09-14 11:30:00,14.44,0
2026-09-14 11:31:00,14.22,0
2026-09-14 11:32:00,14.86,0
2026-09-14 11:33:00,15.1,0
2026-09-14 11:34:00,14.45,0
2026-09-14 11:35:00,14.69,0
2026-09-14 11:36:00,15.09,0
2026-09-14 11:37:00,15.31,0
2026-09-14 11:38:00,15.19,0
2026-09-14 11:39:00,15.19,0
2026-09-14 11:40:00,15.04,0
2026-09-14 11:41:00,14.94,0
2026-09-14 11:42:00,14.09,0
2026-09-14 11:43:00,12.86,0
2026-09-14 11:44:00,13.26,0
2026-09-14 11:45:00,13.68,0
2026-09-14 11:46:00,14.68,0
2026-09-14 11:47:00,14.63,0
2026-09-14 11:48:00,15.05,0
2026-09-14 11:49:00,15.37,0
2026-09-14 11:50:00,14.2,0
2026-09-14 11:51:00,13.34,0
2026-09-14 11:52:00,13.09,0
2026-09-14 11:53:00,14.65,0
2026-09-14 11:54:00,14.37,0
2026-09-14 11:55:00,14.99,0
2026-09-14 11:56:00,15.17,0
2026-09-14 11:57:00,14.89,0
2026-09-14 11:58:00,14.73,0
2026-09-14 11:59:00,14.59,0
