"date (UTC)","O3 (ppb)","Flag"
2026-09-11 20:00:00,9.926,0
2026-09-11 20:01:00,9.501,0
2026-09-11 20:02:00,10.06,0
2026-09-11 20:03:00,10.74,0
2026-09-11 20:04:00,10.03,0
2026-09-11 20:05:00,5.923,0
2026-09-11 20:06:00,6.064,0
2026-09-11 20:07:00,8.625,0
2026-09-11 20:08:00,7.377,0
2026-09-11 20:09:00,7.235,0
2026-09-11 20:10:00,6.963,0
2026-09-11 20:11:00,7.753,0
2026-09-11 20:12:00,7.818,0
2026-09-11 20:13:00,9.716,0
2026-09-11 20:14:00,10.62,0
2026-09-11 20:15:00,11.09,0
2026-09-11 20:16:00,11.35,0
2026-09-11 20:17:00,13.1,0
2026-09-11 20:18:00,12.18,0
2026-09-11 20:19:00,13.13,0
2026-09-11 20:20:00,10.51,0
2026-09-11 20:21:00,10.95,0
2026-09-11 20:22:00,10.86,0
2026-09-11 20:23:00,10.53,0
2026-09-11 20:24:00,10.81,0
2026-09-11 20:25:00,10.57,0
2026-09-11 20:26:00,8.32,0
2026-09-11 20:27:00,7.479,0
2026-09-11 20:28:00,8.536,0
2026-09-11 20:29:00,5.902,0
2026-09-11 20:30:00,5.925,0
2026-09-11 20:31:00,7.375,0
2026-09-11 20:32:00,7.317,0
2026-09-11 20:33:00,11.47,0
2026-09-11 20:34:00,9.486,0
2026-09-11 20:35:00,8.564,0
2026-09-11 20:36:00,7.094,0
2026-09-11 20:37:00,8.009,0
2026-09-11 20:38:00,10.18,0
2026-09-11 20:39:00,13.07,0
2026-09-11 20:40:00,11.67,0
2026-09-11 20:41:00,12.85,0
2026-09-11 20:42:00,11.24,0
2026-09-11 20:43:00,10.98,0
2026-09-11 20:44:00,9.421,0
2026-09-11 20:45:00,11.57,0
2026-09-11 20:46:00,9.618,0
2026-09-11 20:47:00,11.96,0
2026-09-11 20:48:00,12.98,0
2026-09-11 20:49:00,11.68,0
2026-09-11 20:50:00,11.38,0
2026-09-11 20:51:00,10.68,0
2026-09-11 20:52:00,12.15,0
2026-09-11 20:53:00,11.15,0
2026-09-11 20:54:00,10.53,0
2026-09-11 20:55:00,11.63,0
2026-09-11 20:56:00,11.94,0
2026-09-11 20:57:00,11.47,0
2026-09-11 20:58:00,12.06,0
2026-09-11 20:59:00,10.23,0
