"date (UTC)","O3 (ppb)","Flag"
2026-09-11 10:00:00,21.36,0
2026-09-11 10:01:00,20.79,0
2026-09-11 10:02:00,21,0
2026-09-11 10:03:00,22.17,0
2026-09-11 10:04:00,22.18,0
2026-09-11 10:05:00,22.46,0
2026-09-11 10:06:00,21.45,0
2026-09-11 10:07:00,21.53,0
2026-09-11 10:08:00,22.32,0
2026-09-11 10:09:00,21.49,0
2026-09-11 10:10:00,22.91,0
2026-09-11 10:11:00,24.77,0
2026-09-11 10:12:00,23.84,0
2026-09-11 10:13:00,22.92,0
2026-09-11 10:14:00,22.19,0
2026-09-11 10:15:00,22.59,0
2026-09-11 10:16:00,22.75,0
2026-09-11 10:17:00,21.98,0
2026-09-11 10:18:00,23.78,0
2026-09-11 10:19:00,24.34,0
2026-09-11 10:20:00,22.29,0
2026-09-11 10:21:00,21.87,0
2026-09-11 10:22:00,22.28,0
2026-09-11 10:23:00,24.16,0
2026-09-11 10:24:00,23.48,0
2026-09-11 10:25:00,24.18,0
2026-09-11 10:26:00,23.5,0
2026-09-11 10:27:00,23.24,0
2026-09-11 10:28:00,24.54,0
2026-09-11 10:29:00,24.9,0
2026-09-11 10:30:00,24.76,0
2026-09-11 10:31:00,24.48,0
2026-09-11 10:32:00,25.15,0
2026-09-11 10:33:00,23.69,0
2026-09-11 10:34:00,23.53,0
2026-09-11 10:35:00,23.62,0
2026-09-11 10:36:00,24.31,0
2026-09-11 10:37:00,24.11,0
2026-09-11 10:38:00,23.35,0
2026-09-11 10:39:00,22.52,0
2026-09-11 10:40:00,21.94,0
2026-09-11 10:41:00,21.85,0
2026-09-11 10:42:00,21.24,0
2026-09-11 10:43:00,18.67,0
2026-09-11 10:44:00,19.66,0
2026-09-11 10:45:00,22.54,0
2026-09-11 10:46:00,22.1,0
2026-09-11 10:47:00,23.4,0
2026-09-11 10:48:00,24.51,0
2026-09-11 10:49:00,23.01,0
2026-09-11 10:50:00,23.7,0
2026-09-11 10:51:00,23.93,0
2026-09-11 10:52:00,24.43,0
2026-09-11 10:53:00,25.63,0
2026-09-11 10:54:00,24.53,0
2026-09-11 10:55:00,24,0
2026-09-11 10:56:00,24.14,0
2026-09-11 10:57:00,24.78,0
2026-09-11 10:58:00,23.98,0
2026-09-11 10:59:00,23.87,0
