"date (UTC)","O3 (ppb)","Flag"
2026-09-17 02:00:00,24.27,0
2026-09-17 02:01:00,23.64,0
2026-09-17 02:02:00,24.6,0
2026-09-17 02:03:00,24.65,0
2026-09-17 02:04:00,24.01,0
2026-09-17 02:05:00,24.35,0
2026-09-17 02:06:00,24.65,0
2026-09-17 02:07:00,24.44,0
2026-09-17 02:08:00,24.74,0
2026-09-17 02:09:00,24.66,0
2026-09-17 02:10:00,24.44,0
2026-09-17 02:11:00,24.58,0
2026-09-17 02:12:00,24.6,0
2026-09-17 02:13:00,24.45,0
2026-09-17 02:14:00,24.99,0
2026-09-17 02:15:00,25.04,0
2026-09-17 02:16:00,24.94,0
2026-09-17 02:17:00,25.1,0
2026-09-17 02:18:00,24.79,0
2026-09-17 02:19:00,25.02,0
2026-09-17 02:20:00,25.16,0
2026-09-17 02:21:00,25.12,0
2026-09-17 02:22:00,24.71,0
2026-09-17 02:23:00,24.58,0
2026-09-17 02:24:00,24.98,0
2026-09-17 02:25:00,24.74,0
2026-09-17 02:26:00,25.23,0
2026-09-17 02:27:00,25.14,0
2026-09-17 02:28:00,25.23,0
2026-09-17 02:29:00,24.5,0
2026-09-17 02:30:00,24.71,0
2026-09-17 02:31:00,25.05,0
2026-09-17 02:32:00,25.4,0
2026-09-17 02:33:00,25.39,0
2026-09-17 02:34:00,25.26,0
2026-09-17 02:35:00,25.27,0
2026-09-17 02:36:00,23.98,0
2026-09-17 02:37:00,24.92,0
2026-09-17 02:38:00,25.52,0
2026-09-17 02:39:00,25.05,0
2026-09-17 02:40:00,25.42,0
2026-09-17 02:41:00,25.4,0
2026-09-17 02:42:00,25.24,0
2026-09-17 02:43:00,24.57,0
2026-09-17 02:44:00,25.18,0
2026-09-17 02:45:00,25.38,0
2026-09-17 02:46:00,25.61,0
2026-09-17 02:47:00,25.15,0
2026-09-17 02:48:00,25.4,0
2026-09-17 02:49:00,25.45,0
2026-09-17 02:50:00,25.16,0
2026-09-17 02:51:00,25.22,0
2026-09-17 02:52:00,25.18,0
2026-09-17 02:53:00,24.94,0
2026-09-17 02:54:00,24.4,0
2026-09-17 02:55:00,24.79,0
2026-09-17 02:56:00,24.69,0
2026-09-17 02:57:00,24.47,0
2026-09-17 02:58:00,24.38,0
2026-09-17 02:59:00,24.25,0
