"date (UTC)","O3 (ppb)","Flag"
2026-09-24 04:00:00,1.868,0
2026-09-24 04:01:00,1.431,0
2026-09-24 04:02:00,1.695,0
2026-09-24 04:03:00,1.696,0
2026-09-24 04:04:00,1.378,0
2026-09-24 04:05:00,1.312,0
2026-09-24 04:06:00,1.168,0
2026-09-24 04:07:00,1.354,0
2026-09-24 04:08:00,1.232,0
2026-09-24 04:09:00,1.014,0
2026-09-24 04:10:00,0.8783,0
2026-09-24 04:11:00,0.9355,0
2026-09-24 04:12:00,1.369,0
2026-09-24 04:13:00,1.546,0
2026-09-24 04:14:00,1.714,0
2026-09-24 04:15:00,1.299,0
2026-09-24 04:16:00,1.314,0
2026-09-24 04:17:00,1.38,0
2026-09-24 04:18:00,1.279,0
2026-09-24 04:19:00,1.075,0
2026-09-24 04:20:00,1.534,0
2026-09-24 04:21:00,1.377,0
2026-09-24 04:22:00,1.415,0
2026-09-24 04:23:00,1.693,0
2026-09-24 04:24:00,1.558,0
2026-09-24 04:25:00,1.774,0
2026-09-24 04:26:00,1.899,0
2026-09-24 04:27:00,2.387,0
2026-09-24 04:28:00,2.201,0
2026-09-24 04:29:00,2.378,0
2026-09-24 04:30:00,2.316,0
2026-09-24 04:31:00,2.603,0
2026-09-24 04:32:00,2.657,0
2026-09-24 04:33:00,4.008,0
2026-09-24 04:34:00,3.318,0
2026-09-24 04:35:00,2.639,0
2026-09-24 04:36:00,3.159,0
2026-09-24 04:37:00,2.962,0
2026-09-24 04:38:00,3.122,0
2026-09-24 04:39:00,3.618,0
2026-09-24 04:40:00,3.26,0
2026-09-24 04:41:00,3.463,0
2026-09-24 04:42:00,4.207,0
2026-09-24 04:43:00,4.053,0
2026-09-24 04:44:00,3.071,0
2026-09-24 04:45:00,3.071,0
2026-09-24 04:46:00,3.073,0
2026-09-24 04:47:00,2.998,0
2026-09-24 04:48:00,3.094,0
2026-09-24 04:49:00,2.713,0
2026-09-24 04:50:00,2.254,0
2026-09-24 04:51:00,1.799,0
2026-09-24 04:52:00,2.085,0
2026-09-24 04:53:00,3.158,0
2026-09-24 04:54:00,2.631,0
2026-09-24 04:55:00,3.257,0
2026-09-24 04:56:00,3.171,0
2026-09-24 04:57:00,3.71,0
2026-09-24 04:58:00,3.413,0
2026-09-24 04:59:00,4.095,0
