"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-06-17 08:00:00,1.935,4.165,0
2026-06-17 08:01:00,1.859,3.927,2
2026-06-17 08:02:00,1.715,3.64,0
2026-06-17 08:03:00,1.651,3.503,2
2026-06-17 08:04:00,1.966,3.728,2
2026-06-17 08:05:00,2.132,4.017,0
2026-06-17 08:06:00,2.446,4.587,0
2026-06-17 08:07:00,2.756,4.949,2
2026-06-17 08:08:00,2.885,5.118,2
2026-06-17 08:09:00,3.082,5.385,0
2026-06-17 08:10:00,3.19,5.552,0
2026-06-17 08:11:00,3.246,5.583,2
2026-06-17 08:12:00,3.126,5.476,0
2026-06-17 08:13:00,2.749,4.939,0
2026-06-17 08:14:00,2.544,4.547,2
2026-06-17 08:15:00,2.203,4.031,0
2026-06-17 08:16:00,2.006,3.805,0
2026-06-17 08:17:00,2.15,4.032,0
2026-06-17 08:18:00,2.093,3.855,2
2026-06-17 08:19:00,2.132,3.872,2
2026-06-17 08:20:00,2.169,3.87,0
2026-06-17 08:21:00,2.206,3.929,2
2026-06-17 08:22:00,2.254,4.051,0
2026-06-17 08:23:00,2.251,4.075,0
2026-06-17 08:24:00,2.16,3.891,0
2026-06-17 08:25:00,2.042,3.77,0
2026-06-17 08:26:00,1.9,3.476,0
2026-06-17 08:27:00,1.84,3.399,0
2026-06-17 08:28:00,1.785,3.361,2
2026-06-17 08:29:00,1.746,3.425,0
2026-06-17 08:30:00,1.773,3.519,2
2026-06-17 08:31:00,1.897,3.867,2
2026-06-17 08:32:00,1.877,3.825,2
2026-06-17 08:33:00,1.848,3.792,0
2026-06-17 08:34:00,1.837,3.851,0
2026-06-17 08:35:00,1.939,4.122,2
2026-06-17 08:36:00,1.984,4.229,0
2026-06-17 08:37:00,2.089,4.253,0
2026-06-17 08:38:00,2.095,4.174,2
2026-06-17 08:39:00,2.026,3.848,2
2026-06-17 08:40:00,1.918,3.586,0
2026-06-17 08:41:00,1.893,3.499,2
2026-06-17 08:42:00,1.909,3.445,2
2026-06-17 08:43:00,1.791,3.182,0
2026-06-17 08:44:00,1.744,3.073,0
2026-06-17 08:45:00,1.574,2.866,2
2026-06-17 08:46:00,1.476,2.766,2
2026-06-17 08:47:00,1.413,2.665,0
2026-06-17 08:48:00,1.455,2.734,2
2026-06-17 08:49:00,1.458,2.77,2
2026-06-17 08:50:00,1.429,2.711,0
2026-06-17 08:51:00,1.338,2.53,0
2026-06-17 08:52:00,1.306,2.447,2
2026-06-17 08:53:00,1.315,2.45,0
2026-06-17 08:54:00,1.684,2.838,0
2026-06-17 08:55:00,1.827,3.042,0
2026-06-17 08:56:00,1.846,3.107,2
2026-06-17 08:57:00,1.817,3.069,2
2026-06-17 08:58:00,1.847,3.143,0
2026-06-17 08:59:00,1.888,3.249,2
