"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-06-15 20:00:00,0.143,4,0
2026-06-15 20:01:00,0.152,3.993,2
2026-06-15 20:02:00,0.163,3.978,0
2026-06-15 20:03:00,0.16,3.976,0
2026-06-15 20:04:00,0.15,3.974,0
2026-06-15 20:05:00,0.144,3.949,0
2026-06-15 20:06:00,0.141,3.923,0
2026-06-15 20:07:00,0.161,3.911,0
2026-06-15 20:08:00,0.16,3.909,2
2026-06-15 20:09:00,0.155,3.934,0
2026-06-15 20:10:00,0.156,3.996,2
2026-06-15 20:11:00,0.143,4.066,2
2026-06-15 20:12:00,0.137,4.118,2
2026-06-15 20:13:00,0.131,4.19,0
2026-06-15 20:14:00,0.125,4.225,0
2026-06-15 20:15:00,0.12,4.232,2
2026-06-15 20:16:00,0.11,4.222,0
2026-06-15 20:17:00,0.097,4.213,0
2026-06-15 20:18:00,0.096,4.161,2
2026-06-15 20:19:00,0.081,4.121,2
2026-06-15 20:20:00,0.077,4.088,0
2026-06-15 20:21:00,0.085,4.059,2
2026-06-15 20:22:00,0.094,4.077,2
2026-06-15 20:23:00,0.102,4.133,0
2026-06-15 20:24:00,0.088,4.161,0
2026-06-15 20:25:00,0.082,4.168,2
2026-06-15 20:26:00,0.081,4.217,2
2026-06-15 20:27:00,0.08,4.235,0
2026-06-15 20:28:00,0.083,4.263,2
2026-06-15 20:29:00,0.088,4.247,2
2026-06-15 20:30:00,0.089,4.262,0
2026-06-15 20:31:00,0.078,4.288,0
2026-06-15 20:32:00,0.083,4.275,2
2026-06-15 20:33:00,0.093,4.299,0
2026-06-15 20:34:00,0.091,4.347,0
2026-06-15 20:35:00,0.097,4.38,2
2026-06-15 20:36:00,0.111,4.416,2
2026-06-15 20:37:00,0.098,4.442,2
2026-06-15 20:38:00,0.09,4.501,0
2026-06-15 20:39:00,0.084,4.531,2
2026-06-15 20:40:00,0.086,4.591,0
2026-06-15 20:41:00,0.09,4.691,0
2026-06-15 20:42:00,0.082,4.78,2
2026-06-15 20:43:00,0.077,4.84,0
2026-06-15 20:44:00,0.08,4.909,0
2026-06-15 20:45:00,0.079,4.968,0
2026-06-15 20:46:00,0.086,4.993,2
2026-06-15 20:47:00,0.093,4.987,0
2026-06-15 20:48:00,0.098,4.966,2
2026-06-15 20:49:00,0.089,4.907,2
2026-06-15 20:50:00,0.081,4.842,0
2026-06-15 20:51:00,0.085,4.845,0
2026-06-15 20:52:00,0.083,4.81,0
2026-06-15 20:53:00,0.073,4.779,2
2026-06-15 20:54:00,0.073,4.767,0
2026-06-15 20:55:00,0.063,4.771,0
2026-06-15 20:56:00,0.063,4.802,2
2026-06-15 20:57:00,0.054,4.857,0
2026-06-15 20:58:00,0.048,4.886,0
2026-06-15 20:59:00,0.043,4.898,2
