"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-06-14 19:00:00,0.382,5.24,0
2026-06-14 19:01:00,0.336,4.876,0
2026-06-14 19:02:00,0.301,4.348,2
2026-06-14 19:03:00,0.273,3.914,0
2026-06-14 19:04:00,0.263,3.712,0
2026-06-14 19:05:00,0.229,3.383,0
2026-06-14 19:06:00,0.189,2.895,2
2026-06-14 19:07:00,0.151,2.504,0
2026-06-14 19:08:00,0.124,2.17,2
2026-06-14 19:09:00,0.124,1.968,2
2026-06-14 19:10:00,0.087,1.804,0
2026-06-14 19:11:00,0.089,1.763,0
2026-06-14 19:12:00,0.098,1.726,0
2026-06-14 19:13:00,0.089,1.702,2
2026-06-14 19:14:00,0.094,1.731,0
2026-06-14 19:15:00,0.11,1.761,0
2026-06-14 19:16:00,0.129,1.843,2
2026-06-14 19:17:00,0.131,1.915,0
2026-06-14 19:18:00,0.153,1.966,0
2026-06-14 19:19:00,0.167,1.966,2
2026-06-14 19:20:00,0.167,1.973,2
2026-06-14 19:21:00,0.153,1.958,0
2026-06-14 19:22:00,0.158,1.951,0
2026-06-14 19:23:00,0.148,1.918,2
2026-06-14 19:24:00,0.147,1.89,2
2026-06-14 19:25:00,0.137,1.872,0
2026-06-14 19:26:00,0.143,1.913,2
2026-06-14 19:27:00,0.144,1.993,2
2026-06-14 19:28:00,0.136,2.041,0
2026-06-14 19:29:00,0.138,2.077,0
2026-06-14 19:30:00,0.141,2.21,2
2026-06-14 19:31:00,0.151,2.329,0
2026-06-14 19:32:00,0.168,2.451,0
2026-06-14 19:33:00,0.162,2.551,2
2026-06-14 19:34:00,0.151,2.619,2
2026-06-14 19:35:00,0.143,2.678,2
2026-06-14 19:36:00,0.148,2.689,2
2026-06-14 19:37:00,0.158,2.749,2
2026-06-14 19:38:00,0.174,2.786,0
2026-06-14 19:39:00,0.179,2.77,0
2026-06-14 19:40:00,0.183,2.789,2
2026-06-14 19:41:00,0.203,2.809,0
2026-06-14 19:42:00,0.227,2.869,0
2026-06-14 19:43:00,0.241,2.914,0
2026-06-14 19:44:00,0.247,2.941,2
2026-06-14 19:45:00,0.25,2.949,0
2026-06-14 19:46:00,0.229,2.937,2
2026-06-14 19:47:00,0.214,2.951,2
2026-06-14 19:48:00,0.222,2.964,0
2026-06-14 19:49:00,0.196,2.965,0
2026-06-14 19:50:00,0.182,2.931,0
2026-06-14 19:51:00,0.164,2.891,2
2026-06-14 19:52:00,0.15,2.797,0
2026-06-14 19:53:00,0.141,2.763,0
2026-06-14 19:54:00,0.145,2.78,2
2026-06-14 19:55:00,0.151,2.886,0
2026-06-14 19:56:00,0.153,2.997,0
2026-06-14 19:57:00,0.141,3.006,2
2026-06-14 19:58:00,0.165,3.202,0
2026-06-14 19:59:00,0.164,3.392,0
