"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-20 20:00:00,0.152,4.345,2
2026-06-20 20:01:00,0.167,4.588,2
2026-06-20 20:02:00,0.174,4.869,0
2026-06-20 20:03:00,0.185,5.162,2
2026-06-20 20:04:00,0.201,5.481,2
2026-06-20 20:05:00,0.209,5.745,0
2026-06-20 20:06:00,0.189,5.844,0
2026-06-20 20:07:00,0.163,5.89,2
2026-06-20 20:08:00,0.144,5.823,0
2026-06-20 20:09:00,0.135,5.779,0
2026-06-20 20:10:00,0.117,5.602,2
2026-06-20 20:11:00,0.109,5.33,2
2026-06-20 20:12:00,0.096,5.025,2
2026-06-20 20:13:00,0.09,4.637,2
2026-06-20 20:14:00,0.09,4.312,2
2026-06-20 20:15:00,0.104,4.048,0
2026-06-20 20:16:00,0.123,3.864,0
2026-06-20 20:17:00,0.126,3.613,2
2026-06-20 20:18:00,0.116,3.43,0
2026-06-20 20:19:00,0.121,3.305,0
2026-06-20 20:20:00,0.12,3.188,2
2026-06-20 20:21:00,0.118,3.097,2
2026-06-20 20:22:00,0.114,3.038,0
2026-06-20 20:23:00,0.118,3.009,2
2026-06-20 20:24:00,0.127,2.965,2
2026-06-20 20:25:00,0.119,2.919,0
2026-06-20 20:26:00,0.117,2.902,0
2026-06-20 20:27:00,0.122,2.964,0
2026-06-20 20:28:00,0.134,3.041,2
2026-06-20 20:29:00,0.137,3.149,0
2026-06-20 20:30:00,0.143,3.24,0
2026-06-20 20:31:00,0.146,3.318,2
2026-06-20 20:32:00,0.129,3.328,0
2026-06-20 20:33:00,0.129,3.346,0
2026-06-20 20:34:00,0.131,3.306,2
2026-06-20 20:35:00,0.126,3.235,0
2026-06-20 20:36:00,0.122,3.158,0
2026-06-20 20:37:00,0.114,3.072,0
2026-06-20 20:38:00,0.101,2.956,2
2026-06-20 20:39:00,0.106,2.916,2
2026-06-20 20:40:00,0.096,2.883,0
2026-06-20 20:41:00,0.098,2.804,2
2026-06-20 20:42:00,0.085,2.713,0
2026-06-20 20:43:00,0.086,2.708,0
2026-06-20 20:44:00,0.089,2.647,0
2026-06-20 20:45:00,0.087,2.564,2
2026-06-20 20:46:00,0.089,2.537,0
2026-06-20 20:47:00,0.096,2.49,0
2026-06-20 20:48:00,0.092,2.432,2
2026-06-20 20:49:00,0.089,2.399,2
2026-06-20 20:50:00,0.089,2.375,2
2026-06-20 20:51:00,0.093,2.373,2
2026-06-20 20:52:00,0.097,2.389,2
2026-06-20 20:53:00,0.106,2.448,0
2026-06-20 20:54:00,0.105,2.447,0
2026-06-20 20:55:00,0.108,2.396,2
2026-06-20 20:56:00,0.104,2.39,0
2026-06-20 20:57:00,0.098,2.329,0
2026-06-20 20:58:00,0.097,2.205,2
2026-06-20 20:59:00,0.08,2.134,2
