"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-06-12 01:00:00,0.169,-0.273,1
2026-06-12 01:01:00,0.149,-0.297,1
2026-06-12 01:02:00,0.139,-0.297,1
2026-06-12 01:03:00,0.115,-0.322,1
2026-06-12 01:04:00,0.112,-0.326,1
2026-06-12 01:05:00,0.12,-0.309,1
2026-06-12 01:06:00,0.112,-0.295,1
2026-06-12 01:07:00,0.131,-0.232,1
2026-06-12 01:08:00,0.146,-0.219,1
2026-06-12 01:09:00,0.189,-0.127,1
2026-06-12 01:10:00,0.189,-0.1,1
2026-06-12 01:11:00,0.184,-0.087,1
2026-06-12 01:12:00,0.199,-0.065,1
2026-06-12 01:13:00,0.187,-0.057,1
2026-06-12 01:14:00,0.192,-0.052,1
2026-06-12 01:15:00,0.189,-0.061,1
2026-06-12 01:16:00,0.155,-0.115,1
2026-06-12 01:17:00,0.116,-0.166,1
2026-06-12 01:18:00,0.094,-0.224,1
2026-06-12 01:19:00,0.09,-0.234,1
2026-06-12 01:20:00,0.108,-0.249,1
2026-06-12 01:21:00,0.136,-0.237,1
2026-06-12 01:22:00,0.265,-0.055,1
2026-06-12 01:23:00,0.296,0.032,1
2026-06-12 01:24:00,0.321,0.065,1
2026-06-12 01:25:00,0.335,0.061,1
2026-06-12 01:26:00,0.345,0.065,1
2026-06-12 01:27:00,0.344,0.086,1
2026-06-12 01:28:00,0.341,0.086,1
2026-06-12 01:29:00,0.317,0.071,1
2026-06-12 01:30:00,0.273,-0.019,1
2026-06-12 01:31:00,0.172,-0.192,1
2026-06-12 01:32:00,0.157,-0.25,1
2026-06-12 01:33:00,0.148,-0.287,1
2026-06-12 01:34:00,0.142,-0.285,1
2026-06-12 01:35:00,0.144,-0.298,1
2026-06-12 01:36:00,0.142,-0.299,1
2026-06-12 01:37:00,0.176,-0.234,1
2026-06-12 01:38:00,0.219,-0.131,1
2026-06-12 01:39:00,0.235,-0.08,1
2026-06-12 01:40:00,0.239,-0.053,1
2026-06-12 01:41:00,0.233,-0.026,1
2026-06-12 01:42:00,0.232,0.012,1
2026-06-12 01:43:00,0.229,0.034,1
2026-06-12 01:44:00,0.237,0.061,1
2026-06-12 01:45:00,0.22,0.073,1
2026-06-12 01:46:00,0.163,-0.019,1
2026-06-12 01:47:00,0.142,-0.043,1
2026-06-12 01:48:00,0.125,-0.058,1
2026-06-12 01:49:00,0.125,-0.031,1
2026-06-12 01:50:00,0.161,0.02,1
2026-06-12 01:51:00,0.158,0.041,1
2026-06-12 01:52:00,0.322,0.256,1
2026-06-12 01:53:00,0.345,0.318,1
2026-06-12 01:54:00,0.377,0.406,2
2026-06-12 01:55:00,0.383,0.454,0
2026-06-12 01:56:00,0.396,0.518,0
2026-06-12 01:57:00,0.417,0.569,2
2026-06-12 01:58:00,0.411,0.591,2
2026-06-12 01:59:00,0.412,0.583,0
