"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-03 10:00:00,0.787,2.061,2
2026-06-03 10:01:00,0.701,1.836,0
2026-06-03 10:02:00,0.646,1.677,0
2026-06-03 10:03:00,0.596,1.561,0
2026-06-03 10:04:00,0.444,1.272,2
2026-06-03 10:05:00,0.443,1.243,2
2026-06-03 10:06:00,0.452,1.257,0
2026-06-03 10:07:00,0.458,1.235,2
2026-06-03 10:08:00,0.495,1.24,2
2026-06-03 10:09:00,0.559,1.3,0
2026-06-03 10:10:00,0.642,1.401,0
2026-06-03 10:11:00,0.806,1.632,2
2026-06-03 10:12:00,0.877,1.781,0
2026-06-03 10:13:00,0.903,1.813,0
2026-06-03 10:14:00,0.915,1.828,2
2026-06-03 10:15:00,0.909,1.808,2
2026-06-03 10:16:00,0.898,1.814,2
2026-06-03 10:17:00,0.841,1.782,2
2026-06-03 10:18:00,0.827,1.765,2
2026-06-03 10:19:00,0.687,1.568,0
2026-06-03 10:20:00,0.604,1.43,0
2026-06-03 10:21:00,0.565,1.344,2
2026-06-03 10:22:00,0.554,1.351,0
2026-06-03 10:23:00,0.564,1.401,0
2026-06-03 10:24:00,0.612,1.517,2
2026-06-03 10:25:00,0.633,1.539,2
2026-06-03 10:26:00,0.658,1.564,0
2026-06-03 10:27:00,0.704,1.69,2
2026-06-03 10:28:00,0.7,1.728,2
2026-06-03 10:29:00,0.692,1.793,0
2026-06-03 10:30:00,0.742,1.908,0
2026-06-03 10:31:00,0.861,2.146,0
2026-06-03 10:32:00,0.825,2.107,2
2026-06-03 10:33:00,0.819,2.121,0
2026-06-03 10:34:00,0.791,2.129,0
2026-06-03 10:35:00,0.73,2.021,2
2026-06-03 10:36:00,0.68,1.882,0
2026-06-03 10:37:00,0.667,1.847,0
2026-06-03 10:38:00,0.616,1.751,2
2026-06-03 10:39:00,0.528,1.58,0
2026-06-03 10:40:00,0.477,1.498,0
2026-06-03 10:41:00,0.435,1.431,0
2026-06-03 10:42:00,0.495,1.499,2
2026-06-03 10:43:00,0.499,1.536,2
2026-06-03 10:44:00,0.512,1.607,0
2026-06-03 10:45:00,0.542,1.691,2
2026-06-03 10:46:00,0.573,1.772,0
2026-06-03 10:47:00,0.591,1.863,0
2026-06-03 10:48:00,0.571,1.818,0
2026-06-03 10:49:00,0.571,1.787,2
2026-06-03 10:50:00,0.511,1.722,0
2026-06-03 10:51:00,0.529,1.719,0
2026-06-03 10:52:00,0.53,1.721,2
2026-06-03 10:53:00,0.534,1.74,0
2026-06-03 10:54:00,0.546,1.754,2
2026-06-03 10:55:00,0.644,1.878,2
2026-06-03 10:56:00,0.764,2.08,2
2026-06-03 10:57:00,0.855,2.311,0
2026-06-03 10:58:00,0.871,2.353,0
2026-06-03 10:59:00,0.844,2.339,2
