"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-20 21:00:00,0.087,2.057,0
2026-06-20 21:01:00,0.072,1.944,2
2026-06-20 21:02:00,0.071,1.837,2
2026-06-20 21:03:00,0.06,1.784,0
2026-06-20 21:04:00,0.067,1.733,0
2026-06-20 21:05:00,0.075,1.703,2
2026-06-20 21:06:00,0.071,1.737,2
2026-06-20 21:07:00,0.071,1.802,0
2026-06-20 21:08:00,0.081,1.893,2
2026-06-20 21:09:00,0.116,2.292,2
2026-06-20 21:10:00,0.156,2.908,0
2026-06-20 21:11:00,0.177,3.446,0
2026-06-20 21:12:00,0.184,3.931,2
2026-06-20 21:13:00,0.178,4.271,0
2026-06-20 21:14:00,0.186,4.575,0
2026-06-20 21:15:00,0.197,4.825,0
2026-06-20 21:16:00,0.203,5.046,2
2026-06-20 21:17:00,0.194,5.087,2
2026-06-20 21:18:00,0.149,4.806,0
2026-06-20 21:19:00,0.112,4.493,2
2026-06-20 21:20:00,0.109,4.199,0
2026-06-20 21:21:00,0.119,3.974,0
2026-06-20 21:22:00,0.127,3.863,0
2026-06-20 21:23:00,0.116,3.746,0
2026-06-20 21:24:00,0.113,3.665,0
2026-06-20 21:25:00,0.105,3.532,0
2026-06-20 21:26:00,0.083,3.451,2
2026-06-20 21:27:00,0.081,3.437,0
2026-06-20 21:28:00,0.079,3.388,2
2026-06-20 21:29:00,0.066,3.359,2
2026-06-20 21:30:00,0.046,3.325,0
2026-06-20 21:31:00,0.055,3.337,0
2026-06-20 21:32:00,0.067,3.338,0
2026-06-20 21:33:00,0.067,3.368,2
2026-06-20 21:34:00,0.071,3.386,0
2026-06-20 21:35:00,0.084,3.405,0
2026-06-20 21:36:00,0.109,3.449,2
2026-06-20 21:37:00,0.104,3.512,2
2026-06-20 21:38:00,0.115,3.569,0
2026-06-20 21:39:00,0.116,3.596,2
2026-06-20 21:40:00,0.092,3.655,2
2026-06-20 21:41:00,0.092,3.741,0
2026-06-20 21:42:00,0.1,3.826,0
2026-06-20 21:43:00,0.113,3.889,2
2026-06-20 21:44:00,0.106,3.94,2
2026-06-20 21:45:00,0.094,3.993,0
2026-06-20 21:46:00,0.097,4.014,2
2026-06-20 21:47:00,0.103,4.085,2
2026-06-20 21:48:00,0.09,4.143,0
2026-06-20 21:49:00,0.115,4.201,0
2026-06-20 21:50:00,0.111,4.211,2
2026-06-20 21:51:00,0.127,4.253,0
2026-06-20 21:52:00,0.131,4.382,0
2026-06-20 21:53:00,0.15,4.53,2
2026-06-20 21:54:00,0.154,4.571,2
2026-06-20 21:55:00,0.162,4.66,2
2026-06-20 21:56:00,0.171,4.717,0
2026-06-20 21:57:00,0.171,4.835,2
2026-06-20 21:58:00,0.171,4.916,0
2026-06-20 21:59:00,0.163,4.988,0
