"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-14 02:00:00,0.146,0.701,0
2026-06-14 02:01:00,0.143,0.694,0
2026-06-14 02:02:00,0.132,0.674,2
2026-06-14 02:03:00,0.132,0.657,2
2026-06-14 02:04:00,0.128,0.67,0
2026-06-14 02:05:00,0.108,0.666,2
2026-06-14 02:06:00,0.111,0.657,0
2026-06-14 02:07:00,0.11,0.643,0
2026-06-14 02:08:00,0.101,0.65,0
2026-06-14 02:09:00,0.089,0.657,0
2026-06-14 02:10:00,0.095,0.662,0
2026-06-14 02:11:00,0.087,0.673,0
2026-06-14 02:12:00,0.08,0.681,2
2026-06-14 02:13:00,0.091,0.664,0
2026-06-14 02:14:00,0.081,0.66,2
2026-06-14 02:15:00,0.056,0.665,2
2026-06-14 02:16:00,0.055,0.664,0
2026-06-14 02:17:00,0.066,0.672,0
2026-06-14 02:18:00,0.066,0.683,0
2026-06-14 02:19:00,0.076,0.705,2
2026-06-14 02:20:00,0.084,0.722,0
2026-06-14 02:21:00,0.084,0.721,0
2026-06-14 02:22:00,0.068,0.705,2
2026-06-14 02:23:00,0.074,0.703,2
2026-06-14 02:24:00,0.071,0.683,0
2026-06-14 02:25:00,0.072,0.672,2
2026-06-14 02:26:00,0.062,0.659,2
2026-06-14 02:27:00,0.054,0.645,0
2026-06-14 02:28:00,0.042,0.618,0
2026-06-14 02:29:00,0.026,0.59,2
2026-06-14 02:30:00,0.023,0.602,2
2026-06-14 02:31:00,0.024,0.641,0
2026-06-14 02:32:00,0.04,0.672,2
2026-06-14 02:33:00,0.039,0.686,2
2026-06-14 02:34:00,0.042,0.683,0
2026-06-14 02:35:00,0.044,0.689,0
2026-06-14 02:36:00,0.047,0.681,2
2026-06-14 02:37:00,0.043,0.683,0
2026-06-14 02:38:00,0.04,0.689,0
2026-06-14 02:39:00,0.035,0.685,2
2026-06-14 02:40:00,0.031,0.67,2
2026-06-14 02:41:00,0.031,0.661,2
2026-06-14 02:42:00,0.025,0.659,0
2026-06-14 02:43:00,0.016,0.664,2
2026-06-14 02:44:00,0.027,0.663,0
2026-06-14 02:45:00,0.031,0.668,0
2026-06-14 02:46:00,0.029,0.67,2
2026-06-14 02:47:00,0.041,0.665,0
2026-06-14 02:48:00,0.057,0.635,0
2026-06-14 02:49:00,0.054,0.643,0
2026-06-14 02:50:00,0.053,0.664,2
2026-06-14 02:51:00,0.05,0.664,0
2026-06-14 02:52:00,0.062,0.683,2
2026-06-14 02:53:00,0.061,0.682,2
2026-06-14 02:54:00,0.062,0.682,0
2026-06-14 02:55:00,0.068,0.674,0
2026-06-14 02:56:00,0.067,0.683,0
2026-06-14 02:57:00,0.059,0.682,2
2026-06-14 02:58:00,0.059,0.678,0
2026-06-14 02:59:00,0.065,0.679,0
