"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-17 14:22:00,0.543,1.712,0
2026-06-17 14:23:00,0.53,1.682,2
2026-06-17 14:24:00,0.544,1.654,0
2026-06-17 14:25:00,0.51,1.631,0
2026-06-17 14:26:00,0.573,1.726,2
2026-06-17 14:27:00,0.634,1.845,2
2026-06-17 14:28:00,0.698,1.977,2
2026-06-17 14:29:00,0.736,2.021,0
2026-06-17 14:30:00,0.743,1.998,2
2026-06-17 14:31:00,0.775,2.053,0
2026-06-17 14:32:00,0.794,2.064,0
2026-06-17 14:33:00,0.776,2.035,2
2026-06-17 14:34:00,0.755,2.001,0
2026-06-17 14:35:00,0.679,1.892,0
2026-06-17 14:36:00,0.618,1.79,2
2026-06-17 14:37:00,0.592,1.754,2
2026-06-17 14:38:00,0.597,1.762,0
2026-06-17 14:39:00,0.598,1.773,2
2026-06-17 14:40:00,0.579,1.823,2
2026-06-17 14:41:00,0.612,1.962,0
2026-06-17 14:42:00,0.644,2.084,0
2026-06-17 14:43:00,0.768,2.355,0
2026-06-17 14:44:00,0.905,2.764,2
2026-06-17 14:45:00,0.984,2.979,0
2026-06-17 14:46:00,1.024,3.119,0
2026-06-17 14:47:00,1.033,3.183,2
2026-06-17 14:48:00,1.036,3.178,0
2026-06-17 14:49:00,1.056,3.192,0
2026-06-17 14:50:00,1.032,3.103,2
2026-06-17 14:51:00,0.982,2.938,0
2026-06-17 14:52:00,0.878,2.564,0
2026-06-17 14:53:00,0.764,2.168,0
2026-06-17 14:54:00,0.739,1.951,2
2026-06-17 14:55:00,0.742,1.86,2
2026-06-17 14:56:00,0.826,1.919,0
2026-06-17 14:57:00,0.904,1.935,2
2026-06-17 14:58:00,0.922,1.919,0
2026-06-17 14:59:00,0.931,1.901,0
2026-06-17 15:00:00,0.95,1.947,0
