"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-06-30 18:00:00,0.388,3.256,2
2026-06-30 18:01:00,0.399,3.164,2
2026-06-30 18:02:00,2.356,8.977,2
2026-06-30 18:03:00,0.94,5.069,2
2026-06-30 18:04:00,0.529,3.125,0
2026-06-30 18:05:00,0.738,3.88,0
2026-06-30 18:06:00,0.864,4.915,2
2026-06-30 18:07:00,0.868,4.834,0
2026-06-30 18:08:00,0.94,4.725,0
2026-06-30 18:09:00,0.967,4.476,2
2026-06-30 18:10:00,0.968,4.3,2
2026-06-30 18:11:00,0.902,3.98,0
2026-06-30 18:12:00,0.853,3.709,2
2026-06-30 18:13:00,0.777,3.361,2
2026-06-30 18:14:00,0.697,2.992,0
2026-06-30 18:15:00,0.611,2.695,0
2026-06-30 18:16:00,0.502,2.477,0
2026-06-30 18:17:00,0.425,2.402,2
2026-06-30 18:18:00,0.298,2.218,0
2026-06-30 18:19:00,0.265,2.11,0
2026-06-30 18:20:00,0.275,2.109,2
2026-06-30 18:21:00,0.279,2.111,0
2026-06-30 18:22:00,0.293,2.125,0
2026-06-30 18:23:00,0.344,2.176,2
2026-06-30 18:24:00,0.386,2.211,0
2026-06-30 18:25:00,0.401,2.312,0
2026-06-30 18:26:00,0.43,2.392,0
2026-06-30 18:27:00,0.446,2.427,2
2026-06-30 18:28:00,0.448,2.447,2
2026-06-30 18:29:00,0.436,2.434,0
2026-06-30 18:30:00,0.478,2.539,2
2026-06-30 18:31:00,0.475,2.641,0
2026-06-30 18:32:00,0.511,2.987,0
2026-06-30 18:33:00,0.582,3.272,0
2026-06-30 18:34:00,0.692,3.8,0
2026-06-30 18:35:00,0.927,4.797,0
2026-06-30 18:36:00,1.007,5.413,0
2026-06-30 18:37:00,1.091,6.119,2
2026-06-30 18:38:00,1.214,6.685,0
2026-06-30 18:39:00,1.222,6.842,2
2026-06-30 18:40:00,1.212,6.824,2
2026-06-30 18:41:00,1.135,6.418,2
2026-06-30 18:42:00,1.03,5.693,0
2026-06-30 18:43:00,0.876,4.935,0
2026-06-30 18:44:00,0.673,3.956,2
2026-06-30 18:45:00,0.631,3.431,0
2026-06-30 18:46:00,0.542,2.808,0
2026-06-30 18:47:00,0.451,2.236,2
2026-06-30 18:48:00,0.426,2.044,2
2026-06-30 18:49:00,0.426,2.057,0
2026-06-30 18:50:00,0.431,2.188,2
2026-06-30 18:51:00,0.433,2.329,2
2026-06-30 18:52:00,0.439,2.5,0
2026-06-30 18:53:00,0.421,2.616,0
2026-06-30 18:54:00,0.426,2.711,2
2026-06-30 18:55:00,0.437,2.774,2
2026-06-30 18:56:00,0.451,2.946,0
2026-06-30 18:57:00,0.453,2.975,2
2026-06-30 18:58:00,0.448,2.984,2
2026-06-30 18:59:00,0.429,2.955,0
