"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-03 09:00:00,0.77,2.094,2
2026-06-03 09:01:00,0.748,2.086,0
2026-06-03 09:02:00,0.72,2.016,2
2026-06-03 09:03:00,0.724,2.01,0
2026-06-03 09:04:00,0.703,2.004,0
2026-06-03 09:05:00,0.707,2.011,0
2026-06-03 09:06:00,0.709,1.975,0
2026-06-03 09:07:00,0.722,1.941,0
2026-06-03 09:08:00,0.764,1.987,0
2026-06-03 09:09:00,0.799,2.037,2
2026-06-03 09:10:00,1.036,2.422,0
2026-06-03 09:11:00,1.094,2.549,2
2026-06-03 09:12:00,1.089,2.553,2
2026-06-03 09:13:00,1.1,2.56,2
2026-06-03 09:14:00,1.086,2.527,0
2026-06-03 09:15:00,1.053,2.504,0
2026-06-03 09:16:00,0.985,2.442,2
2026-06-03 09:17:00,0.938,2.341,0
2026-06-03 09:18:00,0.813,2.151,0
2026-06-03 09:19:00,0.61,1.783,2
2026-06-03 09:20:00,0.536,1.63,2
2026-06-03 09:21:00,0.53,1.593,0
2026-06-03 09:22:00,0.513,1.57,2
2026-06-03 09:23:00,0.545,1.639,2
2026-06-03 09:24:00,0.687,1.821,0
2026-06-03 09:25:00,0.73,1.899,0
2026-06-03 09:26:00,0.769,2.055,0
2026-06-03 09:27:00,0.775,2.106,2
2026-06-03 09:28:00,0.777,2.105,0
2026-06-03 09:29:00,0.795,2.172,2
2026-06-03 09:30:00,0.821,2.299,2
2026-06-03 09:31:00,0.842,2.417,0
2026-06-03 09:32:00,0.833,2.433,0
2026-06-03 09:33:00,0.702,2.329,2
2026-06-03 09:34:00,0.674,2.269,0
2026-06-03 09:35:00,0.66,2.232,0
2026-06-03 09:36:00,0.66,2.204,2
2026-06-03 09:37:00,0.676,2.209,2
2026-06-03 09:38:00,0.689,2.168,2
2026-06-03 09:39:00,0.775,2.225,0
2026-06-03 09:40:00,0.789,2.22,2
2026-06-03 09:41:00,0.851,2.282,0
2026-06-03 09:42:00,0.862,2.31,0
2026-06-03 09:43:00,0.865,2.304,2
2026-06-03 09:44:00,0.854,2.305,0
2026-06-03 09:45:00,0.845,2.297,0
2026-06-03 09:46:00,0.818,2.289,0
2026-06-03 09:47:00,0.747,2.195,2
2026-06-03 09:48:00,0.602,1.962,0
2026-06-03 09:49:00,0.63,2.004,2
2026-06-03 09:50:00,0.611,1.902,2
2026-06-03 09:51:00,0.662,2.056,0
2026-06-03 09:52:00,0.753,2.199,0
2026-06-03 09:53:00,0.825,2.359,0
2026-06-03 09:54:00,0.836,2.369,2
2026-06-03 09:55:00,0.96,2.503,0
2026-06-03 09:56:00,1.016,2.585,0
2026-06-03 09:57:00,0.978,2.505,2
2026-06-03 09:58:00,0.912,2.359,0
2026-06-03 09:59:00,0.86,2.233,0
