"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-06-17 10:00:00,1.116,3.135,0
2026-06-17 10:01:00,1.106,3.034,2
2026-06-17 10:02:00,1.041,2.852,2
2026-06-17 10:03:00,1.02,2.722,0
2026-06-17 10:04:00,0.971,2.562,2
2026-06-17 10:05:00,0.91,2.398,2
2026-06-17 10:06:00,0.858,2.247,0
2026-06-17 10:07:00,0.826,2.074,0
2026-06-17 10:08:00,0.788,1.879,2
2026-06-17 10:09:00,0.743,1.719,0
2026-06-17 10:10:00,0.819,1.736,0
2026-06-17 10:11:00,0.843,1.702,2
2026-06-17 10:12:00,0.834,1.622,2
2026-06-17 10:13:00,0.84,1.609,2
2026-06-17 10:14:00,0.865,1.584,2
2026-06-17 10:15:00,0.869,1.574,2
2026-06-17 10:16:00,0.851,1.515,0
2026-06-17 10:17:00,0.846,1.544,0
2026-06-17 10:18:00,0.766,1.434,2
2026-06-17 10:19:00,0.73,1.375,0
2026-06-17 10:20:00,0.768,1.465,0
2026-06-17 10:21:00,0.796,1.487,0
2026-06-17 10:22:00,0.778,1.475,2
2026-06-17 10:23:00,0.76,1.465,0
2026-06-17 10:24:00,0.764,1.466,2
2026-06-17 10:25:00,0.755,1.477,2
2026-06-17 10:26:00,0.787,1.556,0
2026-06-17 10:27:00,0.833,1.682,0
2026-06-17 10:28:00,0.844,1.745,0
2026-06-17 10:29:00,0.839,1.791,2
2026-06-17 10:30:00,0.849,1.879,0
2026-06-17 10:31:00,0.846,1.866,0
2026-06-17 10:32:00,0.827,1.827,2
2026-06-17 10:33:00,0.832,1.852,0
2026-06-17 10:34:00,0.825,1.859,0
2026-06-17 10:35:00,0.833,1.897,2
2026-06-17 10:36:00,0.797,1.869,0
2026-06-17 10:37:00,0.823,1.908,0
2026-06-17 10:38:00,0.853,1.938,0
2026-06-17 10:39:00,0.89,2.018,2
2026-06-17 10:40:00,0.94,2.133,2
2026-06-17 10:41:00,1.036,2.284,0
2026-06-17 10:42:00,1.093,2.388,2
2026-06-17 10:43:00,1.209,2.609,2
2026-06-17 10:44:00,1.295,2.821,0
2026-06-17 10:45:00,1.387,3.032,0
2026-06-17 10:46:00,1.404,3.05,2
2026-06-17 10:47:00,1.451,3.152,0
2026-06-17 10:48:00,1.536,3.25,0
2026-06-17 10:49:00,1.543,3.281,2
2026-06-17 10:50:00,1.55,3.285,2
2026-06-17 10:51:00,1.594,3.344,2
2026-06-17 10:52:00,1.422,3.014,2
2026-06-17 10:53:00,1.358,2.75,2
2026-06-17 10:54:00,1.286,2.622,0
2026-06-17 10:55:00,1.222,2.478,0
2026-06-17 10:56:00,1.137,2.337,2
2026-06-17 10:57:00,1.068,2.207,0
2026-06-17 10:58:00,1.02,2.06,0
2026-06-17 10:59:00,0.891,1.849,2
