"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-03 20:00:00,0.247,1.45,0
2026-06-03 20:01:00,0.231,1.388,0
2026-06-03 20:02:00,0.218,1.278,0
2026-06-03 20:03:00,0.215,1.181,0
2026-06-03 20:04:00,0.197,0.958,0
2026-06-03 20:05:00,0.155,0.599,2
2026-06-03 20:06:00,0.128,0.416,0
2026-06-03 20:07:00,0.116,0.16,2
2026-06-03 20:08:00,0.109,0.179,2
2026-06-03 20:09:00,0.106,0.188,2
2026-06-03 20:10:00,0.136,0.297,0
2026-06-03 20:11:00,0.155,0.424,0
2026-06-03 20:12:00,0.262,0.696,2
2026-06-03 20:13:00,0.34,1.044,0
2026-06-03 20:14:00,0.357,1.201,0
2026-06-03 20:15:00,0.35,1.235,2
2026-06-03 20:16:00,0.356,1.31,2
2026-06-03 20:17:00,0.366,1.374,0
2026-06-03 20:18:00,0.354,1.41,2
2026-06-03 20:19:00,0.36,1.415,2
2026-06-03 20:20:00,0.323,1.399,0
2026-06-03 20:21:00,0.18,1.098,0
2026-06-03 20:22:00,0.142,0.948,2
2026-06-03 20:23:00,0.144,1.004,2
2026-06-03 20:24:00,0.153,1.072,0
2026-06-03 20:25:00,0.146,1.138,2
2026-06-03 20:26:00,0.167,1.309,2
2026-06-03 20:27:00,0.226,1.602,0
2026-06-03 20:28:00,0.253,1.899,0
2026-06-03 20:29:00,0.283,2.126,2
2026-06-03 20:30:00,0.285,2.292,0
2026-06-03 20:31:00,0.28,2.421,0
2026-06-03 20:32:00,0.285,2.505,0
2026-06-03 20:33:00,0.298,2.491,2
2026-06-03 20:34:00,0.317,2.402,2
2026-06-03 20:35:00,0.308,2.265,0
2026-06-03 20:36:00,0.243,2.076,2
2026-06-03 20:37:00,0.242,1.915,0
2026-06-03 20:38:00,0.206,1.663,0
2026-06-03 20:39:00,0.246,1.619,0
2026-06-03 20:40:00,0.257,1.613,0
2026-06-03 20:41:00,0.273,1.618,0
2026-06-03 20:42:00,0.362,1.834,0
2026-06-03 20:43:00,0.371,1.86,2
2026-06-03 20:44:00,0.363,1.802,0
2026-06-03 20:45:00,0.349,1.712,2
2026-06-03 20:46:00,0.346,1.697,2
2026-06-03 20:47:00,0.348,1.647,0
2026-06-03 20:48:00,0.32,1.48,0
2026-06-03 20:49:00,0.315,1.297,0
2026-06-03 20:50:00,0.283,1.148,2
2026-06-03 20:51:00,0.187,0.867,0
2026-06-03 20:52:00,0.188,0.908,0
2026-06-03 20:53:00,0.241,1.369,2
2026-06-03 20:54:00,0.277,1.776,2
2026-06-03 20:55:00,0.282,1.818,0
2026-06-03 20:56:00,0.307,1.935,2
2026-06-03 20:57:00,0.3,2.227,2
2026-06-03 20:58:00,0.349,2.403,0
2026-06-03 20:59:00,0.53,2.867,0
