"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-20 12:00:00,0.38,0.279,1
2026-06-20 12:01:00,0.382,0.277,1
2026-06-20 12:02:00,0.445,0.309,1
2026-06-20 12:03:00,0.48,0.368,1
2026-06-20 12:04:00,0.478,0.364,1
2026-06-20 12:05:00,0.465,0.319,1
2026-06-20 12:06:00,0.455,0.315,1
2026-06-20 12:07:00,0.44,0.316,1
2026-06-20 12:08:00,0.435,0.32,1
2026-06-20 12:09:00,0.416,0.328,1
2026-06-20 12:10:00,0.392,0.317,1
2026-06-20 12:11:00,0.333,0.244,1
2026-06-20 12:12:00,0.33,0.335,2
2026-06-20 12:13:00,0.371,0.476,0
2026-06-20 12:14:00,0.39,0.556,0
2026-06-20 12:15:00,0.404,0.6,2
2026-06-20 12:16:00,0.435,0.682,2
2026-06-20 12:17:00,0.488,0.789,0
2026-06-20 12:18:00,0.526,0.903,0
2026-06-20 12:19:00,0.566,0.98,2
2026-06-20 12:20:00,0.589,1.025,2
2026-06-20 12:21:00,0.585,0.917,0
2026-06-20 12:22:00,0.567,0.858,2
2026-06-20 12:23:00,0.583,0.857,2
2026-06-20 12:24:00,0.612,0.868,0
2026-06-20 12:25:00,0.589,0.808,0
2026-06-20 12:26:00,0.598,0.797,2
2026-06-20 12:27:00,0.65,0.889,0
2026-06-20 12:28:00,0.642,0.874,0
2026-06-20 12:29:00,0.635,0.887,2
2026-06-20 12:30:00,0.612,0.85,2
2026-06-20 12:31:00,0.592,0.803,2
2026-06-20 12:32:00,0.575,0.762,2
2026-06-20 12:33:00,0.544,0.717,2
2026-06-20 12:34:00,0.508,0.644,0
2026-06-20 12:35:00,0.453,0.522,0
2026-06-20 12:36:00,0.398,0.403,2
2026-06-20 12:37:00,0.355,0.336,1
2026-06-20 12:38:00,0.343,0.299,1
2026-06-20 12:39:00,0.363,0.345,1
2026-06-20 12:40:00,0.369,0.364,1
2026-06-20 12:41:00,0.37,0.377,0
2026-06-20 12:42:00,0.363,0.362,1
2026-06-20 12:43:00,0.357,0.376,2
2026-06-20 12:44:00,0.369,0.383,0
2026-06-20 12:45:00,0.392,0.399,0
2026-06-20 12:46:00,0.402,0.414,0
2026-06-20 12:47:00,0.397,0.392,1
2026-06-20 12:48:00,0.402,0.358,1
2026-06-20 12:49:00,0.393,0.331,1
2026-06-20 12:50:00,0.446,0.439,1
2026-06-20 12:51:00,0.56,0.785,0
2026-06-20 12:52:00,0.675,1.169,0
2026-06-20 12:53:00,0.734,1.384,2
2026-06-20 12:54:00,0.75,1.443,0
2026-06-20 12:55:00,0.756,1.486,0
2026-06-20 12:56:00,0.748,1.531,0
2026-06-20 12:57:00,0.729,1.579,2
2026-06-20 12:58:00,0.729,1.571,2
2026-06-20 12:59:00,0.631,1.34,0
