"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-30 07:00:00,1.024,5.197,0
2026-06-30 07:01:00,1.126,5.165,0
2026-06-30 07:02:00,1.194,5.295,2
2026-06-30 07:03:00,1.201,5.274,2
2026-06-30 07:04:00,1.228,5.245,0
2026-06-30 07:05:00,1.275,5.198,2
2026-06-30 07:06:00,1.249,4.991,2
2026-06-30 07:07:00,1.209,4.775,0
2026-06-30 07:08:00,1.141,4.494,0
2026-06-30 07:09:00,0.989,4.038,2
2026-06-30 07:10:00,0.925,3.781,2
2026-06-30 07:11:00,1.191,3.82,0
2026-06-30 07:12:00,1.233,3.906,2
2026-06-30 07:13:00,1.227,3.95,2
2026-06-30 07:14:00,1.264,4.049,0
2026-06-30 07:15:00,1.291,4.248,0
2026-06-30 07:16:00,1.36,4.427,2
2026-06-30 07:17:00,1.365,4.49,0
2026-06-30 07:18:00,1.466,4.747,0
2026-06-30 07:19:00,1.514,4.955,2
2026-06-30 07:20:00,1.215,4.792,2
2026-06-30 07:21:00,1.161,4.671,2
2026-06-30 07:22:00,1.159,4.728,0
2026-06-30 07:23:00,1.109,4.571,2
2026-06-30 07:24:00,1.135,4.656,0
2026-06-30 07:25:00,1.192,4.742,0
2026-06-30 07:26:00,1.225,4.829,2
2026-06-30 07:27:00,1.154,4.574,0
2026-06-30 07:28:00,1.212,4.861,0
2026-06-30 07:29:00,1.27,4.869,0
2026-06-30 07:30:00,1.385,4.984,2
2026-06-30 07:31:00,1.441,4.903,0
2026-06-30 07:32:00,1.464,4.885,2
2026-06-30 07:33:00,1.447,4.646,2
2026-06-30 07:34:00,1.427,4.456,0
2026-06-30 07:35:00,1.458,4.396,0
2026-06-30 07:36:00,1.453,4.208,0
2026-06-30 07:37:00,1.413,3.85,2
2026-06-30 07:38:00,1.408,3.744,0
2026-06-30 07:39:00,1.384,3.612,0
2026-06-30 07:40:00,1.448,3.731,2
2026-06-30 07:41:00,1.554,3.886,0
2026-06-30 07:42:00,1.685,4.071,0
2026-06-30 07:43:00,1.745,4.132,2
2026-06-30 07:44:00,1.785,4.134,2
2026-06-30 07:45:00,1.773,4.127,0
2026-06-30 07:46:00,1.71,3.983,0
2026-06-30 07:47:00,1.629,3.861,2
2026-06-30 07:48:00,1.616,3.817,2
2026-06-30 07:49:00,1.493,3.577,0
2026-06-30 07:50:00,1.304,3.289,2
2026-06-30 07:51:00,1.185,3.204,2
2026-06-30 07:52:00,1.087,3.158,0
2026-06-30 07:53:00,1.037,3.184,0
2026-06-30 07:54:00,1.049,3.37,2
2026-06-30 07:55:00,1.13,3.712,0
2026-06-30 07:56:00,1.133,3.887,0
2026-06-30 07:57:00,1.07,3.874,2
2026-06-30 07:58:00,1.061,3.925,2
2026-06-30 07:59:00,1.038,3.805,2
