"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-06-19 12:00:00,0.564,0.804,0
2026-06-19 12:01:00,0.593,0.95,2
2026-06-19 12:02:00,0.639,1.163,0
2026-06-19 12:03:00,0.664,1.308,2
2026-06-19 12:04:00,0.698,1.406,2
2026-06-19 12:05:00,0.707,1.507,0
2026-06-19 12:06:00,0.671,1.557,0
2026-06-19 12:07:00,0.642,1.543,2
2026-06-19 12:08:00,0.628,1.52,0
2026-06-19 12:09:00,0.65,1.597,0
2026-06-19 12:10:00,0.631,1.592,2
2026-06-19 12:11:00,0.636,1.531,2
2026-06-19 12:12:00,0.644,1.461,2
2026-06-19 12:13:00,0.629,1.41,0
2026-06-19 12:14:00,0.61,1.316,2
2026-06-19 12:15:00,0.591,1.207,0
2026-06-19 12:16:00,0.604,1.26,0
2026-06-19 12:17:00,0.582,1.22,0
2026-06-19 12:18:00,0.569,1.113,0
2026-06-19 12:19:00,0.636,1.193,0
2026-06-19 12:20:00,0.718,1.335,0
2026-06-19 12:21:00,0.786,1.456,2
2026-06-19 12:22:00,0.852,1.574,0
2026-06-19 12:23:00,0.908,1.695,2
2026-06-19 12:24:00,0.9,1.695,2
2026-06-19 12:25:00,0.907,1.651,2
2026-06-19 12:26:00,0.919,1.718,0
2026-06-19 12:27:00,0.951,1.781,0
2026-06-19 12:28:00,0.903,1.678,2
2026-06-19 12:29:00,0.849,1.553,0
2026-06-19 12:30:00,0.779,1.455,0
2026-06-19 12:31:00,0.73,1.385,2
2026-06-19 12:32:00,0.705,1.272,0
2026-06-19 12:33:00,0.704,1.262,0
2026-06-19 12:34:00,0.716,1.238,2
2026-06-19 12:35:00,0.681,1.113,2
2026-06-19 12:36:00,0.64,1.001,0
2026-06-19 12:37:00,0.572,0.919,0
2026-06-19 12:38:00,0.587,0.901,2
2026-06-19 12:39:00,0.691,0.996,2
2026-06-19 12:40:00,0.908,1.36,0
2026-06-19 12:41:00,0.964,1.489,2
2026-06-19 12:42:00,1.036,1.588,2
2026-06-19 12:43:00,1.169,1.948,0
2026-06-19 12:44:00,1.158,1.935,0
2026-06-19 12:45:00,1.242,2.061,2
2026-06-19 12:46:00,1.289,2.154,0
2026-06-19 12:47:00,1.32,2.263,0
2026-06-19 12:48:00,1.1,2,2
2026-06-19 12:49:00,1.115,1.985,2
2026-06-19 12:50:00,1.137,1.982,2
2026-06-19 12:51:00,1.093,1.975,0
2026-06-19 12:52:00,1.036,1.808,2
2026-06-19 12:53:00,1.069,1.855,0
2026-06-19 12:54:00,0.965,1.691,0
2026-06-19 12:55:00,0.924,1.539,2
2026-06-19 12:56:00,0.873,1.381,0
2026-06-19 12:57:00,0.824,1.288,0
2026-06-19 12:58:00,0.753,1.127,0
2026-06-19 12:59:00,0.698,1.033,2
