"date (UTC)","NO (ppb)","NO (ppb)y","Flag"
2026-06-04 16:00:00,0.762,1.278,2
2026-06-04 16:01:00,0.65,1.03,2
2026-06-04 16:02:00,0.55,0.675,0
2026-06-04 16:03:00,0.473,0.444,1
2026-06-04 16:04:00,0.453,0.411,1
2026-06-04 16:05:00,0.444,0.438,2
2026-06-04 16:06:00,0.471,0.481,0
2026-06-04 16:07:00,0.484,0.52,0
2026-06-04 16:08:00,0.808,1.203,2
2026-06-04 16:09:00,0.877,1.365,0
2026-06-04 16:10:00,0.918,1.497,0
2026-06-04 16:11:00,0.946,1.564,2
2026-06-04 16:12:00,0.955,1.559,0
2026-06-04 16:13:00,0.947,1.521,0
2026-06-04 16:14:00,0.904,1.415,0
2026-06-04 16:15:00,0.882,1.349,2
2026-06-04 16:16:00,0.575,0.743,2
2026-06-04 16:17:00,0.445,0.504,0
2026-06-04 16:18:00,0.382,0.302,2
2026-06-04 16:19:00,0.306,0.038,2
2026-06-04 16:20:00,0.249,-0.054,1
2026-06-04 16:21:00,0.261,-0.034,1
2026-06-04 16:22:00,0.291,0.052,2
2026-06-04 16:23:00,0.334,0.155,1
2026-06-04 16:24:00,0.398,0.388,1
2026-06-04 16:25:00,0.438,0.486,2
2026-06-04 16:26:00,0.476,0.586,2
2026-06-04 16:27:00,0.503,0.678,2
2026-06-04 16:28:00,0.524,0.773,2
2026-06-04 16:29:00,0.534,0.823,2
2026-06-04 16:30:00,0.51,0.793,0
2026-06-04 16:31:00,0.483,0.76,0
2026-06-04 16:32:00,0.426,0.576,2
2026-06-04 16:33:00,0.397,0.513,0
2026-06-04 16:34:00,0.383,0.515,0
2026-06-04 16:35:00,0.359,0.475,2
2026-06-04 16:36:00,0.347,0.435,2
2026-06-04 16:37:00,0.355,0.461,0
2026-06-04 16:38:00,0.386,0.503,2
2026-06-04 16:39:00,0.438,0.551,2
2026-06-04 16:40:00,0.437,0.56,0
2026-06-04 16:41:00,0.425,0.539,0
2026-06-04 16:42:00,0.407,0.456,2
2026-06-04 16:43:00,0.402,0.372,2
2026-06-04 16:44:00,0.376,0.31,1
2026-06-04 16:45:00,0.354,0.27,2
2026-06-04 16:46:00,0.323,0.175,2
2026-06-04 16:47:00,0.263,0.09,1
2026-06-04 16:48:00,0.281,0.088,1
2026-06-04 16:49:00,0.35,0.223,2
2026-06-04 16:50:00,0.397,0.352,1
2026-06-04 16:51:00,0.504,0.646,0
2026-06-04 16:52:00,0.641,1.033,0
2026-06-04 16:53:00,0.713,1.197,2
2026-06-04 16:54:00,0.771,1.483,2
2026-06-04 16:55:00,0.845,1.627,0
2026-06-04 16:56:00,0.845,1.657,2
2026-06-04 16:57:00,0.799,1.535,0
2026-06-04 16:58:00,0.722,1.334,0
2026-06-04 16:59:00,0.665,1.177,0
