"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-04 02:00:00,0.275,0.881,0
2026-06-04 02:01:00,0.28,1.022,0
2026-06-04 02:02:00,0.253,1.126,2
2026-06-04 02:03:00,0.209,1.094,2
2026-06-04 02:04:00,0.182,1.029,0
2026-06-04 02:05:00,0.173,0.966,2
2026-06-04 02:06:00,0.149,0.838,2
2026-06-04 02:07:00,0.154,0.703,0
2026-06-04 02:08:00,0.167,0.592,0
2026-06-04 02:09:00,0.216,0.538,0
2026-06-04 02:10:00,0.215,0.434,2
2026-06-04 02:11:00,0.245,0.392,0
2026-06-04 02:12:00,0.252,0.374,0
2026-06-04 02:13:00,0.267,0.349,2
2026-06-04 02:14:00,0.301,0.358,0
2026-06-04 02:15:00,0.308,0.387,0
2026-06-04 02:16:00,0.322,0.454,2
2026-06-04 02:17:00,0.291,0.455,0
2026-06-04 02:18:00,0.268,0.446,0
2026-06-04 02:19:00,0.233,0.453,0
2026-06-04 02:20:00,0.214,0.428,2
2026-06-04 02:21:00,0.207,0.489,2
2026-06-04 02:22:00,0.199,0.584,0
2026-06-04 02:23:00,0.186,0.609,2
2026-06-04 02:24:00,0.18,0.715,0
2026-06-04 02:25:00,0.212,0.857,0
2026-06-04 02:26:00,0.217,0.904,0
2026-06-04 02:27:00,0.23,0.953,2
2026-06-04 02:28:00,0.238,1.095,0
2026-06-04 02:29:00,0.258,1.249,0
2026-06-04 02:30:00,0.254,1.298,2
2026-06-04 02:31:00,0.243,1.303,2
2026-06-04 02:32:00,0.237,1.222,2
2026-06-04 02:33:00,0.22,1.109,2
2026-06-04 02:34:00,0.183,0.963,2
2026-06-04 02:35:00,0.173,0.892,0
2026-06-04 02:36:00,0.159,0.78,0
2026-06-04 02:37:00,0.135,0.685,2
2026-06-04 02:38:00,0.14,0.687,0
2026-06-04 02:39:00,0.237,0.823,0
2026-06-04 02:40:00,0.484,1.298,2
2026-06-04 02:41:00,0.57,1.739,2
2026-06-04 02:42:00,0.637,1.996,0
2026-06-04 02:43:00,0.651,2.099,2
2026-06-04 02:44:00,0.664,2.253,2
2026-06-04 02:45:00,0.664,2.353,0
2026-06-04 02:46:00,0.663,2.339,0
2026-06-04 02:47:00,0.643,2.303,2
2026-06-04 02:48:00,0.451,2.019,2
2026-06-04 02:49:00,0.278,1.534,0
2026-06-04 02:50:00,0.221,1.27,0
2026-06-04 02:51:00,0.172,1.075,2
2026-06-04 02:52:00,0.164,0.99,0
2026-06-04 02:53:00,0.166,0.957,0
2026-06-04 02:54:00,0.164,0.991,2
2026-06-04 02:55:00,0.189,1.131,0
2026-06-04 02:56:00,0.218,1.222,0
2026-06-04 02:57:00,0.239,1.381,0
2026-06-04 02:58:00,0.243,1.474,2
2026-06-04 02:59:00,0.239,1.579,2
