"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-03 06:00:00,0.896,2.887,2
2026-06-03 06:01:00,0.925,3.031,2
2026-06-03 06:02:00,0.869,2.998,0
2026-06-03 06:03:00,0.809,2.923,2
2026-06-03 06:04:00,0.64,2.635,0
2026-06-03 06:05:00,0.651,2.485,0
2026-06-03 06:06:00,0.764,2.585,0
2026-06-03 06:07:00,0.795,2.643,2
2026-06-03 06:08:00,0.798,2.618,0
2026-06-03 06:09:00,0.788,2.642,0
2026-06-03 06:10:00,0.768,2.597,2
2026-06-03 06:11:00,0.777,2.689,0
2026-06-03 06:12:00,0.773,2.729,2
2026-06-03 06:13:00,0.736,2.739,2
2026-06-03 06:14:00,0.645,2.785,2
2026-06-03 06:15:00,0.602,2.761,0
2026-06-03 06:16:00,0.612,2.835,0
2026-06-03 06:17:00,0.617,2.874,2
2026-06-03 06:18:00,0.652,2.997,0
2026-06-03 06:19:00,0.682,3.09,0
2026-06-03 06:20:00,0.695,3.064,2
2026-06-03 06:21:00,0.72,3.068,2
2026-06-03 06:22:00,0.762,3.073,0
2026-06-03 06:23:00,0.728,2.912,2
2026-06-03 06:24:00,0.688,2.677,2
2026-06-03 06:25:00,0.653,2.487,0
2026-06-03 06:26:00,0.623,2.266,0
2026-06-03 06:27:00,0.593,2.011,2
2026-06-03 06:28:00,0.566,1.848,2
2026-06-03 06:29:00,0.521,1.648,0
2026-06-03 06:30:00,0.472,1.47,2
2026-06-03 06:31:00,0.434,1.378,2
2026-06-03 06:32:00,0.451,1.369,0
2026-06-03 06:33:00,0.454,1.368,0
2026-06-03 06:34:00,0.505,1.497,2
2026-06-03 06:35:00,0.548,1.646,0
2026-06-03 06:36:00,0.666,1.883,0
2026-06-03 06:37:00,0.737,1.99,0
2026-06-03 06:38:00,0.792,2.188,2
2026-06-03 06:39:00,0.831,2.259,2
2026-06-03 06:40:00,0.846,2.295,0
2026-06-03 06:41:00,0.842,2.35,2
2026-06-03 06:42:00,0.844,2.378,0
2026-06-03 06:43:00,0.82,2.347,0
2026-06-03 06:44:00,0.772,2.279,0
2026-06-03 06:45:00,0.675,2.173,0
2026-06-03 06:46:00,0.665,2.234,0
2026-06-03 06:47:00,0.677,2.303,0
2026-06-03 06:48:00,0.679,2.34,2
2026-06-03 06:49:00,0.714,2.372,0
2026-06-03 06:50:00,0.756,2.417,2
2026-06-03 06:51:00,0.835,2.483,2
2026-06-03 06:52:00,0.983,2.685,0
2026-06-03 06:53:00,1.038,2.772,0
2026-06-03 06:54:00,1.043,2.798,0
2026-06-03 06:55:00,1.044,2.775,2
2026-06-03 06:56:00,1.172,2.977,0
2026-06-03 06:57:00,1.285,3.259,0
2026-06-03 06:58:00,1.313,3.388,2
2026-06-03 06:59:00,1.293,3.406,2
