"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-20 15:00:00,1.374,3.967,0
2026-06-20 15:01:00,1.366,3.953,2
2026-06-20 15:02:00,1.296,3.763,0
2026-06-20 15:03:00,1.098,3.218,2
2026-06-20 15:04:00,0.763,2.145,2
2026-06-20 15:05:00,0.468,1.328,0
2026-06-20 15:06:00,0.36,0.842,0
2026-06-20 15:07:00,0.309,0.676,0
2026-06-20 15:08:00,0.252,0.493,2
2026-06-20 15:09:00,0.255,0.421,0
2026-06-20 15:10:00,0.233,0.241,0
2026-06-20 15:11:00,0.247,0.232,1
2026-06-20 15:12:00,0.274,0.329,0
2026-06-20 15:13:00,0.318,0.418,0
2026-06-20 15:14:00,0.335,0.487,2
2026-06-20 15:15:00,0.387,0.666,0
2026-06-20 15:16:00,0.416,0.825,0
2026-06-20 15:17:00,0.433,0.915,0
2026-06-20 15:18:00,0.441,1.012,2
2026-06-20 15:19:00,0.44,1.079,2
2026-06-20 15:20:00,0.439,1.121,0
2026-06-20 15:21:00,0.413,1.091,2
2026-06-20 15:22:00,0.403,1.181,2
2026-06-20 15:23:00,0.36,1.11,0
2026-06-20 15:24:00,0.319,0.963,0
2026-06-20 15:25:00,0.304,0.861,2
2026-06-20 15:26:00,0.29,0.813,0
2026-06-20 15:27:00,0.268,0.716,0
2026-06-20 15:28:00,0.248,0.656,2
2026-06-20 15:29:00,0.224,0.607,2
2026-06-20 15:30:00,0.26,0.607,2
2026-06-20 15:31:00,0.323,0.894,2
2026-06-20 15:32:00,0.359,0.989,2
2026-06-20 15:33:00,0.401,1.227,0
2026-06-20 15:34:00,0.409,1.291,0
2026-06-20 15:35:00,0.424,1.372,2
2026-06-20 15:36:00,0.463,1.551,0
2026-06-20 15:37:00,0.48,1.615,0
2026-06-20 15:38:00,0.467,1.592,2
2026-06-20 15:39:00,0.395,1.321,2
2026-06-20 15:40:00,0.36,1.06,0
2026-06-20 15:41:00,0.331,0.905,2
2026-06-20 15:42:00,0.303,0.695,2
2026-06-20 15:43:00,0.282,0.607,0
2026-06-20 15:44:00,0.27,0.468,0
2026-06-20 15:45:00,0.281,0.413,2
2026-06-20 15:46:00,0.277,0.382,2
2026-06-20 15:47:00,0.26,0.315,0
2026-06-20 15:48:00,0.266,0.301,0
2026-06-20 15:49:00,0.273,0.373,2
2026-06-20 15:50:00,0.311,0.436,0
2026-06-20 15:51:00,0.339,0.537,0
2026-06-20 15:52:00,0.409,0.721,2
2026-06-20 15:53:00,0.43,0.81,0
2026-06-20 15:54:00,0.461,0.982,0
2026-06-20 15:55:00,0.466,0.988,0
2026-06-20 15:56:00,0.476,1.039,2
2026-06-20 15:57:00,0.468,1.091,2
2026-06-20 15:58:00,0.47,1.074,0
2026-06-20 15:59:00,0.435,1.052,2
