"date (UTC+0)","NO (ppb)","NO (ppb)y","Flag"
2026-06-23 02:00:00,0.049,1.886,0
2026-06-23 02:01:00,0.05,1.936,0
2026-06-23 02:02:00,0.058,1.974,2
2026-06-23 02:03:00,0.065,2.036,0
2026-06-23 02:04:00,0.081,2.165,2
2026-06-23 02:05:00,0.086,2.215,2
2026-06-23 02:06:00,0.085,2.219,0
2026-06-23 02:07:00,0.091,2.268,0
2026-06-23 02:08:00,0.09,2.29,0
2026-06-23 02:09:00,0.081,2.324,2
2026-06-23 02:10:00,0.067,2.381,0
2026-06-23 02:11:00,0.067,2.419,0
2026-06-23 02:12:00,0.062,2.413,2
2026-06-23 02:13:00,0.064,2.413,2
2026-06-23 02:14:00,0.085,2.403,0
2026-06-23 02:15:00,0.082,2.416,2
2026-06-23 02:16:00,0.072,2.412,2
2026-06-23 02:17:00,0.079,2.383,0
2026-06-23 02:18:00,0.093,2.381,0
2026-06-23 02:19:00,0.094,2.399,2
2026-06-23 02:20:00,0.088,2.408,2
2026-06-23 02:21:00,0.09,2.435,0
2026-06-23 02:22:00,0.08,2.449,2
2026-06-23 02:23:00,0.082,2.458,2
2026-06-23 02:24:00,0.088,2.46,0
2026-06-23 02:25:00,0.086,2.467,0
2026-06-23 02:26:00,0.103,2.494,2
2026-06-23 02:27:00,0.1,2.511,0
2026-06-23 02:28:00,0.104,2.537,0
2026-06-23 02:29:00,0.101,2.528,2
2026-06-23 02:30:00,0.097,2.549,2
2026-06-23 02:31:00,0.114,2.546,2
2026-06-23 02:32:00,0.106,2.566,0
2026-06-23 02:33:00,0.107,2.587,2
2026-06-23 02:34:00,0.111,2.577,0
2026-06-23 02:35:00,0.105,2.567,0
2026-06-23 02:36:00,0.107,2.598,2
2026-06-23 02:37:00,0.115,2.617,0
2026-06-23 02:38:00,0.118,2.637,0
2026-06-23 02:39:00,0.111,2.638,0
2026-06-23 02:40:00,0.108,2.685,2
2026-06-23 02:41:00,0.113,2.729,0
2026-06-23 02:42:00,0.108,2.743,2
2026-06-23 02:43:00,0.106,2.805,2
2026-06-23 02:44:00,0.108,2.859,0
2026-06-23 02:45:00,0.087,2.851,0
2026-06-23 02:46:00,0.08,2.914,0
2026-06-23 02:47:00,0.081,3.036,2
2026-06-23 02:48:00,0.082,3.183,0
2026-06-23 02:49:00,0.073,3.313,0
2026-06-23 02:50:00,0.098,3.451,2
2026-06-23 02:51:00,0.098,3.623,0
2026-06-23 02:52:00,0.11,3.797,0
2026-06-23 02:53:00,0.12,3.986,2
2026-06-23 02:54:00,0.129,4.189,0
2026-06-23 02:55:00,0.13,4.367,0
2026-06-23 02:56:00,0.152,4.476,0
2026-06-23 02:57:00,0.142,4.654,2
2026-06-23 02:58:00,0.133,4.739,2
2026-06-23 02:59:00,0.132,4.892,0
