"date (UTC)","SO2 (ppb)","Flag"
2026-09-23 19:00:00,0.92,0
2026-09-23 19:01:00,0.924,0
2026-09-23 19:02:00,0.904,0
2026-09-23 19:03:00,0.9,0
2026-09-23 19:04:00,0.912,0
2026-09-23 19:05:00,0.931,0
2026-09-23 19:06:00,0.926,1
2026-09-23 19:07:00,0.942,0
2026-09-23 19:08:00,0.986,0
2026-09-23 19:09:00,1.024,0
2026-09-23 19:10:00,1.019,0
2026-09-23 19:11:00,1.019,0
2026-09-23 19:12:00,1.007,0
2026-09-23 19:13:00,1.004,0
2026-09-23 19:14:00,0.991,0
2026-09-23 19:15:00,1.025,1
2026-09-23 19:16:00,1.052,0
2026-09-23 19:17:00,1.077,0
2026-09-23 19:18:00,1.151,0
2026-09-23 19:19:00,1.201,0
2026-09-23 19:20:00,1.216,1
2026-09-23 19:21:00,1.228,0
2026-09-23 19:22:00,1.236,0
2026-09-23 19:23:00,1.211,0
2026-09-23 19:24:00,1.189,0
2026-09-23 19:25:00,1.171,0
2026-09-23 19:26:00,1.151,0
2026-09-23 19:27:00,1.147,0
2026-09-23 19:28:00,1.125,0
2026-09-23 19:29:00,1.116,0
2026-09-23 19:30:00,1.138,0
2026-09-23 19:31:00,1.111,0
2026-09-23 19:32:00,1.074,0
2026-09-23 19:33:00,1.083,0
2026-09-23 19:34:00,1.052,0
2026-09-23 19:35:00,1.02,0
2026-09-23 19:36:00,1.063,0
2026-09-23 19:37:00,1.055,0
2026-09-23 19:38:00,1.048,0
2026-09-23 19:39:00,1.062,0
2026-09-23 19:40:00,1.051,0
2026-09-23 19:41:00,1.06,0
2026-09-23 19:42:00,1.083,0
2026-09-23 19:43:00,1.068,0
2026-09-23 19:44:00,1.067,0
2026-09-23 19:45:00,1.076,0
2026-09-23 19:46:00,1.054,0
2026-09-23 19:47:00,1.026,0
2026-09-23 19:48:00,1.016,0
2026-09-23 19:49:00,0.995,0
2026-09-23 19:50:00,0.979,0
2026-09-23 19:51:00,0.973,0
2026-09-23 19:52:00,0.921,0
2026-09-23 19:53:00,0.895,0
2026-09-23 19:54:00,0.917,0
2026-09-23 19:55:00,0.947,0
2026-09-23 19:56:00,0.989,0
2026-09-23 19:57:00,0.97,0
2026-09-23 19:58:00,1.003,0
2026-09-23 19:59:00,1.049,0
