"date (UTC)","SO2 (ppb)","Flag"
2026-09-17 20:00:00,0.881,0
2026-09-17 20:01:00,0.883,0
2026-09-17 20:02:00,0.883,0
2026-09-17 20:03:00,0.903,1
2026-09-17 20:04:00,0.934,1
2026-09-17 20:05:00,0.967,0
2026-09-17 20:06:00,1.005,0
2026-09-17 20:07:00,1.027,0
2026-09-17 20:08:00,1.031,0
2026-09-17 20:09:00,1.019,0
2026-09-17 20:10:00,1.02,0
2026-09-17 20:11:00,1,1
2026-09-17 20:12:00,1.042,0
2026-09-17 20:13:00,1.035,0
2026-09-17 20:14:00,1.023,1
2026-09-17 20:15:00,1.073,0
2026-09-17 20:16:00,1.071,0
2026-09-17 20:17:00,1.035,0
2026-09-17 20:18:00,1.027,0
2026-09-17 20:19:00,1.021,1
2026-09-17 20:20:00,0.995,0
2026-09-17 20:21:00,1.004,0
2026-09-17 20:22:00,1.012,0
2026-09-17 20:23:00,1.013,0
2026-09-17 20:24:00,0.997,1
2026-09-17 20:25:00,1.025,1
2026-09-17 20:26:00,1.034,0
2026-09-17 20:27:00,1.047,0
2026-09-17 20:28:00,1.017,1
2026-09-17 20:29:00,1.043,0
2026-09-17 20:30:00,1.099,0
2026-09-17 20:31:00,1.037,0
2026-09-17 20:32:00,1.015,0
2026-09-17 20:33:00,1.061,0
2026-09-17 20:34:00,1.1,1
2026-09-17 20:35:00,1.086,0
2026-09-17 20:36:00,1.091,0
2026-09-17 20:37:00,1.069,0
2026-09-17 20:38:00,1.068,0
2026-09-17 20:39:00,1.035,1
2026-09-17 20:40:00,1.037,0
2026-09-17 20:41:00,1.037,1
2026-09-17 20:42:00,1.043,0
2026-09-17 20:43:00,1.006,0
2026-09-17 20:44:00,0.969,0
2026-09-17 20:45:00,0.995,0
2026-09-17 20:46:00,0.953,0
2026-09-17 20:47:00,0.936,0
2026-09-17 20:48:00,0.957,1
2026-09-17 20:49:00,0.959,0
2026-09-17 20:50:00,0.951,1
2026-09-17 20:51:00,1.013,1
2026-09-17 20:52:00,1.057,1
2026-09-17 20:53:00,1.133,0
2026-09-17 20:54:00,1.136,0
2026-09-17 20:55:00,1.137,0
2026-09-17 20:56:00,1.116,0
2026-09-17 20:57:00,1.113,0
2026-09-17 20:58:00,1.101,0
2026-09-17 20:59:00,1.117,0
