"date (UTC)","SO2 (ppb)","Flag"
2026-09-23 12:00:00,0.676,0
2026-09-23 12:01:00,0.663,0
2026-09-23 12:02:00,0.648,0
2026-09-23 12:03:00,0.674,0
2026-09-23 12:04:00,0.715,0
2026-09-23 12:05:00,0.74,0
2026-09-23 12:06:00,0.7,0
2026-09-23 12:07:00,0.641,0
2026-09-23 12:08:00,0.637,0
2026-09-23 12:09:00,0.613,0
2026-09-23 12:10:00,0.563,0
2026-09-23 12:11:00,0.554,0
2026-09-23 12:12:00,0.573,0
2026-09-23 12:13:00,0.647,1
2026-09-23 12:14:00,0.681,0
2026-09-23 12:15:00,0.692,1
2026-09-23 12:16:00,0.716,0
2026-09-23 12:17:00,0.72,0
2026-09-23 12:18:00,0.741,0
2026-09-23 12:19:00,0.731,0
2026-09-23 12:20:00,0.741,0
2026-09-23 12:21:00,0.716,0
2026-09-23 12:22:00,0.741,1
2026-09-23 12:23:00,0.783,0
2026-09-23 12:24:00,0.794,0
2026-09-23 12:25:00,0.822,0
2026-09-23 12:26:00,0.834,0
2026-09-23 12:27:00,0.822,0
2026-09-23 12:28:00,0.838,0
2026-09-23 12:29:00,0.773,0
2026-09-23 12:30:00,0.783,0
2026-09-23 12:31:00,0.838,0
2026-09-23 12:32:00,0.852,0
2026-09-23 12:33:00,0.902,0
2026-09-23 12:34:00,0.925,0
2026-09-23 12:35:00,0.971,0
2026-09-23 12:36:00,0.941,0
2026-09-23 12:37:00,0.954,0
2026-09-23 12:38:00,0.992,0
2026-09-23 12:39:00,0.987,0
2026-09-23 12:40:00,0.964,0
2026-09-23 12:41:00,0.966,0
2026-09-23 12:42:00,0.957,0
2026-09-23 12:43:00,0.972,0
2026-09-23 12:44:00,0.966,1
2026-09-23 12:45:00,1.005,0
2026-09-23 12:46:00,0.985,0
2026-09-23 12:47:00,0.912,0
2026-09-23 12:48:00,0.865,0
2026-09-23 12:49:00,0.834,0
2026-09-23 12:50:00,0.815,0
2026-09-23 12:51:00,0.75,0
2026-09-23 12:52:00,0.736,0
2026-09-23 12:53:00,0.75,0
2026-09-23 12:54:00,0.739,0
2026-09-23 12:55:00,0.731,0
2026-09-23 12:56:00,0.72,0
2026-09-23 12:57:00,0.732,0
2026-09-23 12:58:00,0.735,0
2026-09-23 12:59:00,0.691,0
